Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
17,CE,1662,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-17-10,Historical event,"Charles II of England sells Dunkirk to Louis XIV of France for 40,000 pounds.","Charles II of England sells Dunkirk to Louis XIV of France for 40,000 pounds.","October 17, 1662 CE",https://en.wikipedia.org/wiki/17_October,1662-10-17,"October 17, 1662 CE",October 17 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1713,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-17-11,Conflict or political event,Great Northern War: Russia defeats Sweden in the Battle of Kostianvirta in Pälkäne.,Great Northern War: Russia defeats Sweden in the Battle of Kostianvirta in Pälkäne.,"October 17, 1713 CE",https://en.wikipedia.org/wiki/17_October,1713-10-17,"October 17, 1713 CE",October 17 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1771,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-17-12,Cultural or educational event,"Premiere in Milan of the opera Ascanio in Alba, composed by Mozart at age 15.","Premiere in Milan of the opera Ascanio in Alba, composed by Mozart at age 15.","October 17, 1771 CE",https://en.wikipedia.org/wiki/17_October,1771-10-17,"October 17, 1771 CE",October 17 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1777,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-17-13,Conflict or political event,"American Revolutionary War: British General John Burgoyne surrenders his army at Saratoga, New York.","American Revolutionary War: British General John Burgoyne surrenders his army at Saratoga, New York.","October 17, 1777 CE",https://en.wikipedia.org/wiki/17_October,1777-10-17,"October 17, 1777 CE",October 17 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1907,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-17-14,Historical event,Marconi begins the first commercial transatlantic wireless service.,Marconi begins the first commercial transatlantic wireless service.,"October 17, 1907 CE",https://en.wikipedia.org/wiki/17_October,1907-10-17,"October 17, 1907 CE",October 17 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1912,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-17-15,Conflict or political event,"Bulgaria, Greece and Serbia declare war on the Ottoman Empire, joining Montenegro in the First Balkan War.","Bulgaria, Greece and Serbia declare war on the Ottoman Empire, joining Montenegro in the First Balkan War.","October 17, 1912 CE",https://en.wikipedia.org/wiki/17_October,1912-10-17,"October 17, 1912 CE",October 17 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1919,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-17-16,Conflict or political event,"Leeds United F.C. founded at Salem Chapel, Holbeck after the winding up of Leeds City F.C. for making illegal payments to players during World War I","Leeds United F.C. founded at Salem Chapel, Holbeck after the winding up of Leeds City F.C. for making illegal payments to players during World War I","October 17, 1919 CE",https://en.wikipedia.org/wiki/17_October,1919-10-17,"October 17, 1919 CE",October 17 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1931,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-17-17,Historical event,Al Capone is convicted of income tax evasion.,Al Capone is convicted of income tax evasion.,"October 17, 1931 CE",https://en.wikipedia.org/wiki/17_October,1931-10-17,"October 17, 1931 CE",October 17 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1933,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-17-18,Historical event,Albert Einstein flees Nazi Germany and moves to the United States.,Albert Einstein flees Nazi Germany and moves to the United States.,"October 17, 1933 CE",https://en.wikipedia.org/wiki/17_October,1933-10-17,"October 17, 1933 CE",October 17 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1940,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-17-19,Historical event,"The body of Communist propagandist Willi Münzenberg is found in South France, starting a never-resolved mystery.","The body of Communist propagandist Willi Münzenberg is found in South France, starting a never-resolved mystery.","October 17, 1940 CE",https://en.wikipedia.org/wiki/17_October,1940-10-17,"October 17, 1940 CE",October 17 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
17,CE,1941,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-17-20,Conflict or political event,World War II: The USS Kearny becomes the first U.S. Navy vessel to be torpedoed by a U-boat.,World War II: The USS Kearny becomes the first U.S. Navy vessel to be torpedoed by a U-boat.,"October 17, 1941 CE",https://en.wikipedia.org/wiki/17_October,1941-10-17,"October 17, 1941 CE",October 17 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,33,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-18-01,Historical event,"Heartbroken by the deaths of her sons Nero and Drusus, and banished to the island of Pandateria by Tiberius, Agrippina the Elder dies of self-inflicted starvation.","Heartbroken by the deaths of her sons Nero and Drusus, and banished to the island of Pandateria by Tiberius, Agrippina the Elder dies of self-inflicted starvation.","October 18, 33 CE",https://en.wikipedia.org/wiki/October_18,0033-10-18,"October 18, 33 CE",October 18 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,320,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-18-02,Scientific or technological event,"Pappus of Alexandria, Greek philosopher, observes an eclipse of the Sun and writes a commentary on The Great Astronomer (Almagest).","Pappus of Alexandria, Greek philosopher, observes an eclipse of the Sun and writes a commentary on The Great Astronomer (Almagest).","October 18, 320 CE",https://en.wikipedia.org/wiki/October_18,0320-10-18,"October 18, 320 CE",October 18 — Wikipedia,Exact day in source chronology,"Science, technology and space",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,614,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-18-03,Political event,"King Chlothar II promulgates the Edict of Paris (Edictum Chlotacharii), a sort of Frankish Magna Carta that defends the rights of the Frankish nobles while it excludes Jews from all civil employment in the Frankish Kingdom.","King Chlothar II promulgates the Edict of Paris (Edictum Chlotacharii), a sort of Frankish Magna Carta that defends the rights of the Frankish nobles while it excludes Jews from all civil employment in the Frankish Kingd","October 18, 614 CE",https://en.wikipedia.org/wiki/October_18,0614-10-18,"October 18, 614 CE",October 18 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,629,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-18-04,Political event,Dagobert I is crowned King of the Franks.,Dagobert I is crowned King of the Franks.,"October 18, 629 CE",https://en.wikipedia.org/wiki/October_18,0629-10-18,"October 18, 629 CE",October 18 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1009,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-18-05,Religious event,"The Church of the Holy Sepulchre, a Christian church in Jerusalem, is completely destroyed by the Fatimid caliph Al-Hakim bi-Amr Allah, who hacks the Church's foundations down to bedrock.","The Church of the Holy Sepulchre, a Christian church in Jerusalem, is completely destroyed by the Fatimid caliph Al-Hakim bi-Amr Allah, who hacks the Church's foundations down to bedrock.","October 18, 1009 CE",https://en.wikipedia.org/wiki/October_18,1009-10-18,"October 18, 1009 CE",October 18 — Wikipedia,Exact day in source chronology,Religion and philosophy,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1016,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-18-06,Conflict or political event,The Danes defeat the English in the Battle of Assandun.,The Danes defeat the English in the Battle of Assandun.,"October 18, 1016 CE",https://en.wikipedia.org/wiki/October_18,1016-10-18,"October 18, 1016 CE",October 18 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1630,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-18-07,Historical event,"Frendraught Castle in Scotland, the home of James Crichton of Frendraught, burns down.","Frendraught Castle in Scotland, the home of James Crichton of Frendraught, burns down.","October 18, 1630 CE",https://en.wikipedia.org/wiki/October_18,1630-10-18,"October 18, 1630 CE",October 18 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1648,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-18-08,Historical event,Boston shoemakers form the first American labor organization.,Boston shoemakers form the first American labor organization.,"October 18, 1648 CE",https://en.wikipedia.org/wiki/October_18,1648-10-18,"October 18, 1648 CE",October 18 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1748,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-18-09,Conflict or political event,Signing of the Treaty of Aix-la-Chapelle ends the War of the Austrian Succession.,Signing of the Treaty of Aix-la-Chapelle ends the War of the Austrian Succession.,"October 18, 1748 CE",https://en.wikipedia.org/wiki/October_18,1748-10-18,"October 18, 1748 CE",October 18 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1775,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-18-10,Historical event,African-American poet Phillis Wheatley is freed from slavery.,African-American poet Phillis Wheatley is freed from slavery.,"October 18, 1775 CE",https://en.wikipedia.org/wiki/October_18,1775-10-18,"October 18, 1775 CE",October 18 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1775,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-18-11,Conflict or political event,"American Revolutionary War: The Burning of Falmouth (now Portland, Maine).","American Revolutionary War: The Burning of Falmouth (now Portland, Maine).","October 18, 1775 CE",https://en.wikipedia.org/wiki/October_18,1775-10-18,"October 18, 1775 CE",October 18 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1779,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-18-12,Conflict or political event,American Revolutionary War: The Franco-American Siege of Savannah is lifted.,American Revolutionary War: The Franco-American Siege of Savannah is lifted.,"October 18, 1779 CE",https://en.wikipedia.org/wiki/October_18,1779-10-18,"October 18, 1779 CE",October 18 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1851,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-18-13,Cultural or educational event,Herman Melville's Moby-Dick is first published as The Whale by Richard Bentley of London.,Herman Melville's Moby-Dick is first published as The Whale by Richard Bentley of London.,"October 18, 1851 CE",https://en.wikipedia.org/wiki/October_18,1851-10-18,"October 18, 1851 CE",October 18 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1912,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-18-14,Conflict or political event,"First Balkan War: King Peter I of Serbia issues a declaration ""To the Serbian People"", as his country joins the war.","First Balkan War: King Peter I of Serbia issues a declaration ""To the Serbian People"", as his country joins the war.","October 18, 1912 CE",https://en.wikipedia.org/wiki/October_18,1912-10-18,"October 18, 1912 CE",October 18 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1914,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-18-15,Historical event,The Schoenstatt Apostolic Movement is founded in Germany.,The Schoenstatt Apostolic Movement is founded in Germany.,"October 18, 1914 CE",https://en.wikipedia.org/wiki/October_18,1914-10-18,"October 18, 1914 CE",October 18 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1921,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-18-16,Historical event,The Crimean Autonomous Soviet Socialist Republic is formed as part of the Russian Soviet Federative Socialist Republic.,The Crimean Autonomous Soviet Socialist Republic is formed as part of the Russian Soviet Federative Socialist Republic.,"October 18, 1921 CE",https://en.wikipedia.org/wiki/October_18,1921-10-18,"October 18, 1921 CE",October 18 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1922,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-18-17,Cultural or educational event,"The British Broadcasting Company (later Corporation) is founded by a consortium, to establish a nationwide network of radio transmitters to provide a national broadcasting service.","The British Broadcasting Company (later Corporation) is founded by a consortium, to establish a nationwide network of radio transmitters to provide a national broadcasting service.","October 18, 1922 CE",https://en.wikipedia.org/wiki/October_18,1922-10-18,"October 18, 1922 CE",October 18 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1929,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-18-18,Conflict or political event,"The Judicial Committee of the Privy Council overrules the Supreme Court of Canada in Edwards v. Canada when it declares that women are considered ""Persons"" under Canadian law.","The Judicial Committee of the Privy Council overrules the Supreme Court of Canada in Edwards v. Canada when it declares that women are considered ""Persons"" under Canadian law.","October 18, 1929 CE",https://en.wikipedia.org/wiki/October_18,1929-10-18,"October 18, 1929 CE",October 18 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1944,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-18-19,Conflict or political event,World War II: Soviet Union begins the liberation of Czechoslovakia from Nazi Germany.,World War II: Soviet Union begins the liberation of Czechoslovakia from Nazi Germany.,"October 18, 1944 CE",https://en.wikipedia.org/wiki/October_18,1944-10-18,"October 18, 1944 CE",October 18 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
18,CE,1944,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-18-20,Conflict or political event,"World War II: The state funeral of Field Marshal Erwin Rommel takes place in Ulm, Germany.","World War II: The state funeral of Field Marshal Erwin Rommel takes place in Ulm, Germany.","October 18, 1944 CE",https://en.wikipedia.org/wiki/October_18,1944-10-18,"October 18, 1944 CE",October 18 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,439,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-19-01,Political event,"The Vandals, led by King Gaiseric, take Carthage in North Africa.","The Vandals, led by King Gaiseric, take Carthage in North Africa.","October 19, 439 CE",https://en.wikipedia.org/wiki/October_19,0439-10-19,"October 19, 439 CE",October 19 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1386,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-19-02,Political event,"The Universität Heidelberg holds its first lecture, making it the oldest German university.","The Universität Heidelberg holds its first lecture, making it the oldest German university.","October 19, 1386 CE",https://en.wikipedia.org/wiki/October_19,1386-10-19,"October 19, 1386 CE",October 19 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1453,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-19-03,Conflict or political event,"Hundred Years' War: Three months after the Battle of Castillon, England loses its last possessions in southern France.","Hundred Years' War: Three months after the Battle of Castillon, England loses its last possessions in southern France.","October 19, 1453 CE",https://en.wikipedia.org/wiki/October_19,1453-10-19,"October 19, 1453 CE",October 19 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1466,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-19-04,Conflict or political event,The Thirteen Years' War between Poland and the Teutonic Order ends with the Second Treaty of Thorn.,The Thirteen Years' War between Poland and the Teutonic Order ends with the Second Treaty of Thorn.,"October 19, 1466 CE",https://en.wikipedia.org/wiki/October_19,1466-10-19,"October 19, 1466 CE",October 19 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1469,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-19-05,Historical event,"Ferdinand II of Aragon marries Isabella I of Castile, a marriage that paves the way to the unification of Aragon and Castile into a single country, Spain.","Ferdinand II of Aragon marries Isabella I of Castile, a marriage that paves the way to the unification of Aragon and Castile into a single country, Spain.","October 19, 1469 CE",https://en.wikipedia.org/wiki/October_19,1469-10-19,"October 19, 1469 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1512,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-19-06,Historical event,Martin Luther becomes a doctor of theology.,Martin Luther becomes a doctor of theology.,"October 19, 1512 CE",https://en.wikipedia.org/wiki/October_19,1512-10-19,"October 19, 1512 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1649,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-19-07,Historical event,New Ross town in Ireland surrenders to Oliver Cromwell.,New Ross town in Ireland surrenders to Oliver Cromwell.,"October 19, 1649 CE",https://en.wikipedia.org/wiki/October_19,1649-10-19,"October 19, 1649 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1662,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-19-08,Historical event,An English Buccaneer force led by Royal Navy commodore Christopher Myngs launches an attack on Santiago de Cuba which is subsequently sacked.,An English Buccaneer force led by Royal Navy commodore Christopher Myngs launches an attack on Santiago de Cuba which is subsequently sacked.,"October 19, 1662 CE",https://en.wikipedia.org/wiki/October_19,1662-10-19,"October 19, 1662 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1781,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-19-09,Conflict or political event,American Revolutionary War: The siege of Yorktown comes to an end.,American Revolutionary War: The siege of Yorktown comes to an end.,"October 19, 1781 CE",https://en.wikipedia.org/wiki/October_19,1781-10-19,"October 19, 1781 CE",October 19 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1789,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-19-10,Historical event,John Jay is sworn in as the first Chief Justice of the United States.,John Jay is sworn in as the first Chief Justice of the United States.,"October 19, 1789 CE",https://en.wikipedia.org/wiki/October_19,1789-10-19,"October 19, 1789 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1791,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-19-11,Political event,"Treaty of Drottningholm, between Sweden and Russia","Treaty of Drottningholm, between Sweden and Russia","October 19, 1791 CE",https://en.wikipedia.org/wiki/October_19,1791-10-19,"October 19, 1791 CE",October 19 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1805,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-19-12,Conflict or political event,War of the Third Coalition: Austrian General Mack surrenders his army to Napoleon at the Battle of Ulm.,War of the Third Coalition: Austrian General Mack surrenders his army to Napoleon at the Battle of Ulm.,"October 19, 1805 CE",https://en.wikipedia.org/wiki/October_19,1805-10-19,"October 19, 1805 CE",October 19 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1812,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-19-13,Historical event,The French invasion of Russia fails when Napoleon begins his retreat from Moscow.,The French invasion of Russia fails when Napoleon begins his retreat from Moscow.,"October 19, 1812 CE",https://en.wikipedia.org/wiki/October_19,1812-10-19,"October 19, 1812 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1912,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Africa,GHC-OCT-19-14,Conflict or political event,Italo-Turkish War: Italy takes possession of what is now Libya from the Ottoman Empire.,Italo-Turkish War: Italy takes possession of what is now Libya from the Ottoman Empire.,"October 19, 1912 CE",https://en.wikipedia.org/wiki/October_19,1912-10-19,"October 19, 1912 CE",October 19 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1914,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-19-15,Conflict or political event,World War I: The First Battle of Ypres begins.,World War I: The First Battle of Ypres begins.,"October 19, 1914 CE",https://en.wikipedia.org/wiki/October_19,1914-10-19,"October 19, 1914 CE",October 19 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1921,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-19-16,Conflict or political event,The Portuguese Prime Minister and several officials are murdered in the Bloody Night coup.,The Portuguese Prime Minister and several officials are murdered in the Bloody Night coup.,"October 19, 1921 CE",https://en.wikipedia.org/wiki/October_19,1921-10-19,"October 19, 1921 CE",October 19 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1922,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-19-17,Historical event,British Conservative MPs vote to terminate the coalition government with the Liberal Party.,British Conservative MPs vote to terminate the coalition government with the Liberal Party.,"October 19, 1922 CE",https://en.wikipedia.org/wiki/October_19,1922-10-19,"October 19, 1922 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1935,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Africa,GHC-OCT-19-18,Historical event,The League of Nations places economic sanctions on Italy for its invasion of Ethiopia.,The League of Nations places economic sanctions on Italy for its invasion of Ethiopia.,"October 19, 1935 CE",https://en.wikipedia.org/wiki/October_19,1935-10-19,"October 19, 1935 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1936,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-19-19,Historical event,"New York World-Telegram reporter Herbert Ekins won a race against two other New York newspaper journalists to travel around the world on commercial airline flights. He accomplished the feat in 18 ½ days. His opponents were New York Evening Journal reporter Dorothy Kilgallen, who finished in second place, and New York Times reporter Leo Kieran.",New York World-Telegram reporter Herbert Ekins won a race against two other New York newspaper journalists to travel around the world on commercial airline flights. He accomplished the feat in 18 ½ days. His opponents we,"October 19, 1936 CE",https://en.wikipedia.org/wiki/October_19,1936-10-19,"October 19, 1936 CE",October 19 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
19,CE,1943,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-19-20,Conflict or political event,The cargo vessel Sinfra is attacked by Allied aircraft at Crete and sunk. Two thousand and ninety-eight Italian prisoners of war drown with it.,The cargo vessel Sinfra is attacked by Allied aircraft at Crete and sunk. Two thousand and ninety-eight Italian prisoners of war drown with it.,"October 19, 1943 CE",https://en.wikipedia.org/wiki/October_19,1943-10-19,"October 19, 1943 CE",October 19 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
