Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
17,CE,1918,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-17-1918-07,event,Bolshevik revolutionary leader Moisei Uritsky is assassinated.,Bolshevik revolutionary leader Moisei Uritsky is assassinated,17 August 1918 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1918,Wikipedia — August 17,reported,social history,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
17,CE,1916,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-17-1916-08,event,"World War I: Romania signs a secret treaty with the Entente Powers. According to the treaty, Romania agreed to join the war on the Allied side.",World War I,17 August 1916 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1916,Wikipedia — August 17,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
17,CE,1914,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-17-1914-09,event,"World War I: Battle of Stallupönen: The German army of General Hermann von François defeats the Russian force commanded by Paul von Rennenkampf near modern-day Nesterov, Russia.",World War I,17 August 1914 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1914,Wikipedia — August 17,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
17,CE,1864,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-17-1864-10,event,"American Civil War: Battle of Gainesville: Confederate forces defeat Union troops near Gainesville, Florida.",American Civil War,17 August 1864 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1864,Wikipedia — August 17,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
17,CE,1808,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-17-1808-11,event,The Finnish War: The Battle of Alavus is fought.,The Finnish War,17 August 1808 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1808,Wikipedia — August 17,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
17,CE,1424,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-17-1424-12,event,"Hundred Years' War: Battle of Verneuil: An English force under John, Duke of Bedford defeats a larger French army under Jean II, Duke of Alençon, John Stewart, and Earl Archibald of Douglas.",Hundred Years' War,17 August 1424 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1424,Wikipedia — August 17,reported,military,France,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
17,CE,986,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-17-986-13,event,"Byzantine–Bulgarian wars: Battle of the Gates of Trajan: The Bulgarians under the Comitopuli Samuel and Aron defeat the Byzantine forces at the Gate of Trajan, with Byzantine Emperor Basil II barely escaping.",Byzantine–Bulgarian wars,17 August 986 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 986,Wikipedia — August 17,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
17,CE,1958,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-17-1958-14,event,"Pioneer 0, America's first attempt at lunar orbit, is launched using the first Thor-Able rocket and fails. Notable as one of the first attempted launches beyond Earth orbit by any country.","Pioneer 0, America's first attempt at lunar orbit, is launched using the first Thor-Able rocket and fails",17 August 1958 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1958,Wikipedia — August 17,reported,social history,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,89
17,CE,1943,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-17-1943-15,event,World War II: The U.S. Eighth Air Force suffers the loss of 60 bombers on the Schweinfurt–Regensburg mission.,World War II,17 August 1943 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1943,Wikipedia — August 17,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
17,CE,1942,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-17-1942-16,event,World War II: U.S. Marines raid the Japanese-held Pacific island of Makin.,World War II,17 August 1942 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1942,Wikipedia — August 17,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
17,CE,1863,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-17-1863-17,event,"American Civil War: In Charleston, South Carolina, Union batteries and ships bombard Confederate-held Fort Sumter.",American Civil War,17 August 1863 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1863,Wikipedia — August 17,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
17,CE,1862,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-17-1862-18,event,American Indian Wars: The Dakota War of 1862 begins in Minnesota as Dakota warriors attack white settlements along the Minnesota River.,American Indian Wars,17 August 1862 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1862,Wikipedia — August 17,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
17,CE,1862,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-17-1862-19,event,American Civil War: Major General J. E. B. Stuart is assigned command of all the cavalry of the Confederate Army of Northern Virginia.,American Civil War,17 August 1862 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1862,Wikipedia — August 17,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
17,CE,1717,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Middle East,GHCD-AUG-17-1717-20,event,Austro-Turkish War of 1716–18: The month-long Siege of Belgrade ends with Prince Eugene of Savoy's Austrian troops capturing the city from the Ottoman Empire.,Austro-Turkish War of 1716–18,17 August 1717 CE,https://en.wikipedia.org/wiki/August_17,08-17,17 August 1717,Wikipedia — August 17,reported,military,Turkey,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
18,CE,1966,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-18-1966-01,event,"Vietnam War: The Battle of Long Tan ensues after a patrol from the 6th Battalion, Royal Australian Regiment clashes with a Viet Cong force in Phước Tuy Province.",Vietnam War,18 August 1966 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1966,Wikipedia — August 18,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
18,CE,1965,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-18-1965-02,event,Vietnam War: Operation Starlite begins: United States Marines destroy a Viet Cong stronghold on the Van Tuong peninsula in the first major American ground battle of the war.,Vietnam War,18 August 1965 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1965,Wikipedia — August 18,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
18,CE,1945,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-18-1945-03,event,"Sukarno takes office as the first president of Indonesia, following the country's declaration of independence the previous day.","Sukarno takes office as the first president of Indonesia, following the country's declaration of independence the previous day",18 August 1945 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1945,Wikipedia — August 18,reported,political,Indonesia,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
18,CE,1945,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-18-1945-04,event,Soviet-Japanese War: Battle of Shumshu: Soviet forces land at Takeda Beach on Shumshu Island and launch the Battle of Shumshu; the Soviet Union's Invasion of the Kuril Islands commences.,Soviet-Japanese War,18 August 1945 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1945,Wikipedia — August 18,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
18,CE,1940,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-18-1940-05,event,"World War II: The Hardest Day air battle, part of the Battle of Britain, takes place. At that point, it is the largest aerial engagement in history with heavy losses sustained on both sides.",World War II,18 August 1940 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1940,Wikipedia — August 18,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
18,CE,1877,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-18-1877-06,event,"American astronomer Asaph Hall discovers Phobos, one of Mars's moons.","American astronomer Asaph Hall discovers Phobos, one of Mars's moons",18 August 1877 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1877,Wikipedia — August 18,reported,science and technology,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
18,CE,1870,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-18-1870-07,event,Franco-Prussian War: Battle of Gravelotte is fought.,Franco-Prussian War,18 August 1870 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1870,Wikipedia — August 18,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
18,CE,1864,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-18-1864-08,event,"American Civil War: Battle of Globe Tavern: Union forces try to cut a vital Confederate supply-line into Petersburg, Virginia, by attacking the Wilmington and Weldon Railroad.",American Civil War,18 August 1864 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1864,Wikipedia — August 18,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
18,CE,2008,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-18-2008-09,event,War of Afghanistan: The Uzbin Valley ambush occurs.,War of Afghanistan,18 August 2008 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 2008,Wikipedia — August 18,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
18,CE,2003,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-18-2003-10,event,"One-year-old Zachary Turner is murdered in Newfoundland by his mother, who was awarded custody despite facing trial for the murder of Zachary's father. The case was documented in the film Dear Zachary and led to reform of Canada's bail laws.","One-year-old Zachary Turner is murdered in Newfoundland by his mother, who was awarded custody despite facing trial for the murder of Zachary's father",18 August 2003 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 2003,Wikipedia — August 18,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
18,CE,1993,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-18-1993-11,event,"American International Airways Flight 808 crashes at Leeward Point Field at Guantanamo Bay Naval Base in Guantánamo Bay, Cuba, injuring the three crew members.","American International Airways Flight 808 crashes at Leeward Point Field at Guantanamo Bay Naval Base in Guantánamo Bay, Cuba, injuring the three crew members",18 August 1993 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1993,Wikipedia — August 18,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
18,CE,1971,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-18-1971-12,event,Vietnam War: Australia and New Zealand decide to withdraw their troops from Vietnam.,Vietnam War,18 August 1971 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1971,Wikipedia — August 18,reported,military,Australia,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
18,CE,1759,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-18-1759-13,event,"Beginning of the battle of Lagos, in which a British fleet defeats a French fleet trying to slip through Gibraltar.","Beginning of the battle of Lagos, in which a British fleet defeats a French fleet trying to slip through Gibraltar",18 August 1759 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1759,Wikipedia — August 18,reported,military,United Kingdom,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
18,CE,1304,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-18-1304-14,event,The Battle of Mons-en-Pévèle is fought to a draw between the French army and the Flemish militias.,The Battle of Mons-en-Pévèle is fought to a draw between the French army and the Flemish militias,18 August 1304 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1304,Wikipedia — August 18,reported,military,France,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
18,CE,684,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Middle East,GHCD-AUG-18-684-15,event,Battle of Marj Rahit: Umayyad partisans defeat the supporters of Ibn al-Zubayr and cement Umayyad control of Syria.,Battle of Marj Rahit,18 August 684 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 684,Wikipedia — August 18,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
18,CE,1976,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-18-1976-16,event,The Soviet Union's robotic probe Luna 24 successfully lands on the Moon.,The Soviet Union's robotic probe Luna 24 successfully lands on the Moon,18 August 1976 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1976,Wikipedia — August 18,reported,science and technology,Russia,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,80
18,CE,1920,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-18-1920-17,event,"The Nineteenth Amendment to the United States Constitution is ratified, guaranteeing women's suffrage.","The Nineteenth Amendment to the United States Constitution is ratified, guaranteeing women's suffrage",18 August 1920 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1920,Wikipedia — August 18,reported,political,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,80
18,CE,1989,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-18-1989-18,event,Leading presidential hopeful Luis Carlos Galán is assassinated near Bogotá in Colombia.,Leading presidential hopeful Luis Carlos Galán is assassinated near Bogotá in Colombia,18 August 1989 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1989,Wikipedia — August 18,reported,political,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,79
18,CE,1950,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-18-1950-19,event,"Julien Lahaut, the chairman of the Communist Party of Belgium, is assassinated. The Party newspaper blames royalists and Rexists.","Julien Lahaut, the chairman of the Communist Party of Belgium, is assassinated",18 August 1950 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1950,Wikipedia — August 18,reported,social history,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,79
18,CE,1983,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-18-1983-20,event,"Hurricane Alicia hits the Texas coast, killing 21 people and causing over US$1 billion in damage (1983 dollars).","Hurricane Alicia hits the Texas coast, killing 21 people and causing over US$1 billion in damage (1983 dollars)",18 August 1983 CE,https://en.wikipedia.org/wiki/August_18,08-18,18 August 1983,Wikipedia — August 18,reported,disaster,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,77
19,CE,1965,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-19-1965-01,event,Japanese prime minister Eisaku Satō becomes the first post-World War II sitting prime minister to visit Okinawa Prefecture.,Japanese prime minister Eisaku Satō becomes the first post-World War II sitting prime minister to visit Okinawa Prefecture,19 August 1965 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1965,Wikipedia — August 19,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
19,CE,1854,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-19-1854-02,event,The First Sioux War begins when United States Army soldiers kill Lakota chief Conquering Bear and in return are massacred.,The First Sioux War begins when United States Army soldiers kill Lakota chief Conquering Bear and in return are massacred,19 August 1854 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1854,Wikipedia — August 19,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
19,CE,1812,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-19-1812-03,event,"War of 1812: American frigate USS Constitution defeats the British frigate HMS Guerriere off the coast of Nova Scotia, Canada earning the nickname ""Old Ironsides"".",War of 1812,19 August 1812 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1812,Wikipedia — August 19,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
19,CE,1787,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-19-1787-04,event,"Sultan Abdul Hamid I declares war against the Russian Empire in an effort to regain territories lost in previous conflicts, starting the Russo-Turkish War of 1787–1792.","Sultan Abdul Hamid I declares war against the Russian Empire in an effort to regain territories lost in previous conflicts, starting the Russo-Turkish War of 1787–1792",19 August 1787 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1787,Wikipedia — August 19,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
19,CE,1782,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-19-1782-05,event,"American Revolutionary War: Battle of Blue Licks: The last major engagement of the war, almost ten months after the surrender of the British commander Charles Cornwallis following the Siege of Yorktown.",American Revolutionary War,19 August 1782 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1782,Wikipedia — August 19,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
19,CE,1759,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1759-06,event,Battle of Lagos: Naval battle during the Seven Years' War between Great Britain and France.,Battle of Lagos,19 August 1759 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1759,Wikipedia — August 19,reported,military,France,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
19,CE,1745,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Middle East,GHCD-AUG-19-1745-07,event,"Ottoman–Persian War: In the Battle of Kars, the Ottoman army is routed by Persian forces led by Nader Shah.",Ottoman–Persian War,19 August 1745 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1745,Wikipedia — August 19,reported,military,Turkey,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
19,BCE,295,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-295-08,event,"The first temple to Venus, the Roman goddess of love, beauty and fertility, is dedicated by Quintus Fabius Maximus Gurges during the Third Samnite War.","The first temple to Venus, the Roman goddess of love, beauty and fertility, is dedicated by Quintus Fabius Maximus Gurges during the Third Samnite War",19 August 295 BCE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 295 BC,Wikipedia — August 19,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
19,CE,1964,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1964-09,event,"Syncom 3, the first geostationary communication satellite, is launched. Two months later, it would enable live coverage of the 1964 Summer Olympics.","Syncom 3, the first geostationary communication satellite, is launched",19 August 1964 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1964,Wikipedia — August 19,reported,science and technology,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,89
19,CE,1980,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1980-10,event,"Otłoczyn railway accident: In Poland's worst post-war railway accident, 67 people lose their lives and a further 62 are injured.",Otłoczyn railway accident,19 August 1980 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1980,Wikipedia — August 19,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1960,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-19-1960-11,event,"Cold War: In Moscow, Russia, Soviet Union, downed American U-2 pilot Francis Gary Powers is sentenced to ten years imprisonment by the Soviet Union for espionage.",Cold War,19 August 1960 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1960,Wikipedia — August 19,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1953,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Middle East,GHCD-AUG-19-1953-12,event,Cold War: The CIA and MI6 help to overthrow the government of Mohammad Mosaddegh in Iran and reinstate the Shah Mohammad Reza Pahlavi.,Cold War,19 August 1953 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1953,Wikipedia — August 19,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1945,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-19-1945-13,event,"August Revolution: Viet Minh led by Ho Chi Minh take power in Hanoi, Vietnam.",August Revolution,19 August 1945 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1945,Wikipedia — August 19,reported,social history,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1944,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1944-14,event,"World War II: Liberation of Paris: Paris, France rises against German occupation with the help of Allied troops.",World War II,19 August 1944 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1944,Wikipedia — August 19,reported,military,France,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1942,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1942-15,event,"World War II: Operation Jubilee (The Dieppe Raid): The 2nd Canadian Infantry Division leads an amphibious assault by allied forces on Dieppe, France and fails.",World War II,19 August 1942 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1942,Wikipedia — August 19,reported,military,France,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1862,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1862-16,event,"Dakota War: During an uprising in Minnesota, Lakota warriors decide not to attack heavily defended Fort Ridgely and instead turn to the settlement of New Ulm, killing white settlers along the way.",Dakota War,19 August 1862 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1862,Wikipedia — August 19,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1745,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1745-17,event,"Prince Charles Edward Stuart raises his standard in Glenfinnan: The start of the Second Jacobite Rebellion, known as ""the 45"".",Prince Charles Edward Stuart raises his standard in Glenfinnan,19 August 1745 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1745,Wikipedia — August 19,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1691,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Middle East,GHCD-AUG-19-1691-18,event,An Imperial army under Ludwig of Baden defeats the Ottomans in the battle of Slankamen.,An Imperial army under Ludwig of Baden defeats the Ottomans in the battle of Slankamen,19 August 1691 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1691,Wikipedia — August 19,reported,military,Turkey,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1666,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1666-19,event,"Second Anglo-Dutch War: Rear Admiral Robert Holmes leads a raid on the Dutch island of Terschelling, destroying 116 to 160 merchant ships, an act later known as "" Holmes's Bonfire"".",Second Anglo-Dutch War,19 August 1666 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1666,Wikipedia — August 19,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
19,CE,1659,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-19-1659-20,event,"Parliamentarian forces under John Lambert defeat Royalist forces under George Booth in the battle of Winnington Bridge, ending Booth's Uprising.","Parliamentarian forces under John Lambert defeat Royalist forces under George Booth in the battle of Winnington Bridge, ending Booth's Uprising",19 August 1659 CE,https://en.wikipedia.org/wiki/August_19,08-19,19 August 1659,Wikipedia — August 19,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
20,CE,1975,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-20-1975-01,event,Viking program: NASA launches the Viking 1 planetary probe toward Mars.,Viking program,20 August 1975 CE,https://en.wikipedia.org/wiki/August_20,08-20,20 August 1975,Wikipedia — August 20,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
20,CE,1944,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-20-1944-02,event,World War II: The Battle of Romania begins with a major Soviet Union offensive.,World War II,20 August 1944 CE,https://en.wikipedia.org/wiki/August_20,08-20,20 August 1944,Wikipedia — August 20,reported,military,Russia,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
20,CE,1940,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-20-1940-03,event,"World War II: The Eighth Route Army launches the Hundred Regiments Offensive, a successful campaign to disrupt Japanese war infrastructure and logistics in occupied northern China.",World War II,20 August 1940 CE,https://en.wikipedia.org/wiki/August_20,08-20,20 August 1940,Wikipedia — August 20,reported,military,China,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
20,CE,1866,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-20-1866-04,event,President Andrew Johnson formally declares the American Civil War over.,President Andrew Johnson formally declares the American Civil War over,20 August 1866 CE,https://en.wikipedia.org/wiki/August_20,08-20,20 August 1866,Wikipedia — August 20,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
20,CE,1794,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-20-1794-05,event,"Northwest Indian War: United States troops force a confederacy of Shawnee, Mingo, Delaware, Wyandot, Miami, Ottawa, Chippewa, and Potawatomi warriors into a disorganized retreat at the Battle of Fallen Timbers.",Northwest Indian War,20 August 1794 CE,https://en.wikipedia.org/wiki/August_20,08-20,20 August 1794,Wikipedia — August 20,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
20,CE,1710,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-20-1710-06,event,"War of the Spanish Succession: A multinational army led by the Austrian commander Guido Starhemberg defeats the Spanish-Bourbon army commanded by Alexandre Maître, Marquis de Bay in the Battle of Saragossa.",War of the Spanish Succession,20 August 1710 CE,https://en.wikipedia.org/wiki/August_20,08-20,20 August 1710,Wikipedia — August 20,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
