Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,City location,Original date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
18,CE,1942,February,The entry describes systematic extermination of perceived hostile elements among the Chinese. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-18-1942-13,war,World War II: The Imperial Japanese Army begins the systematic extermination of perceived hostile elements among the Chinese in Singapore.,World War II: The Imperial Japanese Army begins the systematic extermination of perceived hostile elements among the Chinese in Singapore.,18 February 1942 CE,https://en.wikipedia.org/wiki/February_18,,--02-18,Singapore,"Not separately stated; listed as February 18, 1942",Wikipedia — February 18,,exact,Singapore massacre,Singapore,Gregorian calendar date-page normalization,meets target,,Imperial Japanese Army,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
18,CE,1943,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-18-1943-14,war,World War II: The Nazis arrest the members of the White Rose movement.,World War II: The Nazis arrest the members of the White Rose movement.,18 February 1943 CE,https://en.wikipedia.org/wiki/February_18,,--02-18,,"Not separately stated; listed as February 18, 1943",Wikipedia — February 18,,exact,Arrest of White Rose members,Germany,Gregorian calendar date-page normalization,meets target,,White Rose movement; Nazi Germany,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
18,CE,1943,February,"Joseph Goebbels delivered the Sportpalast speech, a major public propaganda address calling for total war. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Europe,FEB-18-1943-20,speech,World War II: Joseph Goebbels delivers his Sportpalast speech.,World War II: Joseph Goebbels delivers his Sportpalast speech.,18 February 1943 CE,https://en.wikipedia.org/wiki/February_18,,--02-18,Berlin,"Not separately stated; listed as February 18, 1943",Wikipedia — February 18,,exact,World War II,Germany,Gregorian calendar date-page normalization,meets target,['Joseph Goebbels'],Nazi Germany,international,Wikipedia date-page; single-source verification,20,verified—single source,20,8
18,CE,1946,February,"The action spread across British India and involved 78 ships, 20 shore establishments, and 20,000 sailors. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Asia,FEB-18-1946-15,social_history,"Sailors of the Royal Indian Navy mutiny in Bombay harbour, from where the action spreads throughout the Provinces of British India, involving 78 ships, twenty shore establishments and 20,000 sailors","Sailors of the Royal Indian Navy mutiny in Bombay harbour, from where the action spreads throughout the Provinces of British India, involving 78 ships, twenty shore establishments and 20,000 sailors",18 February 1946 CE,https://en.wikipedia.org/wiki/February_18,,--02-18,Bombay,"Not separately stated; listed as February 18, 1946",Wikipedia — February 18,,exact,Royal Indian Navy mutiny,India,Gregorian calendar date-page normalization,meets target,,Royal Indian Navy,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
18,CE,1965,February,The Gambia became independent from the United Kingdom. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Africa,FEB-18-1965-16,independence,The Gambia becomes independent from the United Kingdom.,The Gambia becomes independent from the United Kingdom.,18 February 1965 CE,https://en.wikipedia.org/wiki/February_18,https://www.legislation.gov.uk/ukpga/1964/93/enacted,--02-18,,"Not separately stated; listed as February 18, 1965",Wikipedia — February 18,UK Legislation — Gambia Independence Act 1964,exact,Gambian independence,The Gambia; United Kingdom,Gregorian calendar date-page normalization,meets target,,The Gambia,national,Cross-checked with institutional/primary source,20,cross-checked,20,8
18,CE,1977,February,The fire killed 694 personnel and is described as the deadliest fireworks accident in the world. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-18-1977-17,disaster,"The Xinjiang 61st Regiment Farm fire started during Chinese New Year when a firecracker ignited memorial wreaths of the late Mao Zedong, killing 694 personnel. It remains the deadliest fireworks accident in the world.","The Xinjiang 61st Regiment Farm fire started during Chinese New Year when a firecracker ignited memorial wreaths of the late Mao Zedong, killing 694 personnel. It remains the deadliest fireworks accident in the world.",18 February 1977 CE,https://en.wikipedia.org/wiki/February_18,,--02-18,,"Not separately stated; listed as February 18, 1977",Wikipedia — February 18,,exact,Xinjiang fireworks disaster,China,Gregorian calendar date-page normalization,meets target,,Xinjiang 61st Regiment Farm,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
18,CE,1991,February,Bombs were exploded at Paddington and Victoria stations. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-18-1991-18,war,The IRA explodes bombs in the early morning at Paddington station and Victoria station in London.,The IRA explodes bombs in the early morning at Paddington station and Victoria station in London.,18 February 1991 CE,https://en.wikipedia.org/wiki/February_18,,--02-18,London,"Not separately stated; listed as February 18, 1991",Wikipedia — February 18,,exact,London station bombings,United Kingdom,Gregorian calendar date-page normalization,meets target,,Irish Republican Army,national,Wikipedia date-page; single-source verification,20,verified—single source,20,6
18,CE,2003,February,"An arsonist set fire to a subway train, killing 192 people. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Asia,FEB-18-2003-19,disaster,"192 people die when an arsonist sets fire to a subway train in Daegu, South Korea.","192 people die when an arsonist sets fire to a subway train in Daegu, South Korea.",18 February 2003 CE,https://en.wikipedia.org/wiki/February_18,,--02-18,Daegu,"Not separately stated; listed as February 18, 2003",Wikipedia — February 18,,exact,Daegu subway fire,South Korea,Gregorian calendar date-page normalization,meets target,,Daegu subway,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
19,CE,197,February,Described as the bloodiest battle between Roman armies. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-19-0197-01,war,"Emperor Septimius Severus defeats usurper Clodius Albinus in the Battle of Lugdunum, the bloodiest battle between Roman armies.","Emperor Septimius Severus defeats usurper Clodius Albinus in the Battle of Lugdunum, the bloodiest battle between Roman armies.",19 February 197 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,Lugdunum,"Not separately stated; listed as February 19, 197",Wikipedia — February 19,,exact,Battle of Lugdunum,France,Gregorian calendar date-page normalization,meets target,Septimius Severus; Clodius Albinus,Roman Empire,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
19,CE,1600,February,Described as the most violent eruption in recorded South American history. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-19-1600-02,disaster,The Peruvian stratovolcano Huaynaputina explodes in the most violent eruption in the recorded history of South America.,The Peruvian stratovolcano Huaynaputina explodes in the most violent eruption in the recorded history of South America.,19 February 1600 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1600",Wikipedia — February 19,,exact,Huaynaputina eruption,Peru,Gregorian calendar date-page normalization,meets target,,Huaynaputina,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
19,CE,1649,February,Effectively ended Dutch colonization efforts in Brazil. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-19-1649-03,war,"The Second Battle of Guararapes takes place, effectively ending Dutch colonization efforts in Brazil.","The Second Battle of Guararapes takes place, effectively ending Dutch colonization efforts in Brazil.",19 February 1649 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,Guararapes,"Not separately stated; listed as February 19, 1649",Wikipedia — February 19,,exact,Second Battle of Guararapes,Brazil; Netherlands,Gregorian calendar date-page normalization,meets target,,Dutch Brazil,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
19,CE,1674,February,Ended the Third Anglo-Dutch War and transferred New Amsterdam to England. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-19-1674-04,political,"England and the Netherlands sign the Treaty of Westminster, ending the Third Anglo-Dutch War. A provision of the agreement transfers the Dutch colony of New Amsterdam to England.","England and the Netherlands sign the Treaty of Westminster, ending the Third Anglo-Dutch War. A provision of the agreement transfers the Dutch colony of New Amsterdam to England.",19 February 1674 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,Westminster,"Not separately stated; listed as February 19, 1674",Wikipedia — February 19,,exact,Treaty of Westminster,United Kingdom; Netherlands; United States,Gregorian calendar date-page normalization,meets target,,England; Netherlands; New Amsterdam,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
19,CE,1819,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Polar,FEB-19-1819-05,exploration,British explorer William Smith discovers the South Shetland Islands.,British explorer William Smith discovers the South Shetland Islands.,19 February 1819 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1819",Wikipedia — February 19,,exact,South Shetland Islands discovery,,Gregorian calendar date-page normalization,meets target,William Smith,South Shetland Islands,global,Wikipedia date-page; single-source verification,20,verified—single source,20,7
19,CE,1836,February,Established by Letters Patent. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Oceania,FEB-19-1836-06,political,King William IV signs Letters Patent establishing the province of South Australia.,King William IV signs Letters Patent establishing the province of South Australia.,19 February 1836 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1836",Wikipedia — February 19,,exact,Establishment of South Australia,Australia; United Kingdom,Gregorian calendar date-page normalization,meets target,William IV,Province of South Australia,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
19,CE,1846,February,Power transferred following the annexation of Texas by the United States. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-19-1846-07,political,"In Austin, Texas, the newly formed Texas state government is officially installed. The Republic of Texas government officially transfers power to the State of Texas government following the annexation of Texas by the United States.","In Austin, Texas, the newly formed Texas state government is officially installed. The Republic of Texas government officially transfers power to the State of Texas government following the annexation of Texas by the United States.",19 February 1846 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,Austin,"Not separately stated; listed as February 19, 1846",Wikipedia — February 19,,exact,Texas government transfer,United States,Gregorian calendar date-page normalization,meets target,,State of Texas; Republic of Texas,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
19,CE,1878,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-19-1878-08,technology,Thomas Edison patents the phonograph.,Thomas Edison patents the phonograph.,19 February 1878 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1878",Wikipedia — February 19,,exact,Phonograph patent,United States,Gregorian calendar date-page normalization,meets target,Thomas Edison,Phonograph,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
19,CE,1913,February,"Lascuráin became president for 45 minutes, described as the shortest term of any country's president. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Americas,FEB-19-1913-09,political,Pedro Lascuráin becomes President of Mexico for 45 minutes; this is the shortest term to date of any person as president of any country.,Pedro Lascuráin becomes President of Mexico for 45 minutes; this is the shortest term to date of any person as president of any country.,19 February 1913 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1913",Wikipedia — February 19,,exact,Shortest presidential term,Mexico,Gregorian calendar date-page normalization,meets target,Pedro Lascuráin,Presidency of Mexico,global,Wikipedia date-page; single-source verification,20,verified—single source,20,7
19,CE,1915,February,First naval attack on the Dardanelles. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Middle East,FEB-19-1915-10,war,World War I: The first naval attack on the Dardanelles begins when a strong Anglo-French task force bombards Ottoman artillery along the coast of Gallipoli.,World War I: The first naval attack on the Dardanelles begins when a strong Anglo-French task force bombards Ottoman artillery along the coast of Gallipoli.,19 February 1915 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,Gallipoli,"Not separately stated; listed as February 19, 1915",Wikipedia — February 19,,exact,Dardanelles naval attack,Turkey; United Kingdom; France,Gregorian calendar date-page normalization,meets target,,World War I; Ottoman Empire,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
19,CE,1942,February,Allowed the United States military to relocate Japanese Americans to internment camps. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-19-1942-12,political,"World War II: United States President Franklin D. Roosevelt signs executive order 9066, allowing the United States military to relocate Japanese Americans to internment camps.","World War II: United States President Franklin D. Roosevelt signs executive order 9066, allowing the United States military to relocate Japanese Americans to internment camps.",19 February 1942 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1942",Wikipedia — February 19,,exact,Executive Order 9066,United States; Japan,Gregorian calendar date-page normalization,meets target,Franklin D. Roosevelt,Japanese American internment,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
19,CE,1942,February,"Nearly 250 Japanese warplanes attacked Darwin, killing 243 people. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Oceania,FEB-19-1942-11,war,"World War II: Nearly 250 Japanese warplanes attack the northern Australian city of Darwin, killing 243 people.","World War II: Nearly 250 Japanese warplanes attack the northern Australian city of Darwin, killing 243 people.",19 February 1942 CE,https://en.wikipedia.org/wiki/February_19,https://www.awm.gov.au/articles/encyclopedia/air_raids/darwin,--02-19,Darwin,"Not separately stated; listed as February 19, 1942",Wikipedia — February 19,Australian War Memorial — Darwin Air Raids,exact,Bombing of Darwin,Australia; Japan,Gregorian calendar date-page normalization,meets target,,World War II,regional,Cross-checked with institutional/primary source,20,cross-checked,20,8
19,CE,1945,February,"About 30,000 United States Marines landed on the island. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Asia,FEB-19-1945-13,war,"World War II: Battle of Iwo Jima: About 30,000 United States Marines land on the island of Iwo Jima.","World War II: Battle of Iwo Jima: About 30,000 United States Marines land on the island of Iwo Jima.",19 February 1945 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,Iwo Jima,"Not separately stated; listed as February 19, 1945",Wikipedia — February 19,,exact,Iwo Jima landings,United States; Japan,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
19,CE,1954,February,The Soviet Politburo ordered the transfer from the Russian SFSR to the Ukrainian SSR. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-19-1954-14,political,Transfer of Crimea: The Soviet Politburo of the Soviet Union orders the transfer of the Crimean Oblast from the Russian SFSR to the Ukrainian SSR.,Transfer of Crimea: The Soviet Politburo of the Soviet Union orders the transfer of the Crimean Oblast from the Russian SFSR to the Ukrainian SSR.,19 February 1954 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,Crimea,"Not separately stated; listed as February 19, 1954",Wikipedia — February 19,,exact,Transfer of Crimea,Russia; Ukraine,Gregorian calendar date-page normalization,meets target,,Crimean Oblast; Soviet Union,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
19,CE,1959,February,"Independence was formally proclaimed on August 16, 1960. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Europe,FEB-19-1959-15,independence,"The United Kingdom grants Cyprus independence, which is formally proclaimed on August 16, 1960.","The United Kingdom grants Cyprus independence, which is formally proclaimed on August 16, 1960.",19 February 1959 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1959",Wikipedia — February 19,,exact,Cyprus independence grant,Cyprus; United Kingdom,Gregorian calendar date-page normalization,meets target,,Cyprus,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
19,CE,1960,February,Described as China's first sounding rocket. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-19-1960-16,space,"China successfully launches the T-7, its first sounding rocket.","China successfully launches the T-7, its first sounding rocket.",19 February 1960 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1960",Wikipedia — February 19,,exact,T-7 sounding rocket launch,China,Gregorian calendar date-page normalization,meets target,,T-7,global,Wikipedia date-page; single-source verification,20,verified—single source,20,7
19,CE,1963,February,The publication reawakened the feminist movement in the United States. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-19-1963-17,literature_culture,The publication of Betty Friedan's The Feminine Mystique reawakens the feminist movement in the United States as women's organizations and consciousness raising groups spread.,The publication of Betty Friedan's The Feminine Mystique reawakens the feminist movement in the United States as women's organizations and consciousness raising groups spread.,19 February 1963 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1963",Wikipedia — February 19,,exact,The Feminine Mystique,United States,Gregorian calendar date-page normalization,meets target,Betty Friedan,The Feminine Mystique,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
19,CE,1976,February,Rescinded by Presidential Proclamation 4417. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-19-1976-18,political,"Executive Order 9066, which led to the relocation of Japanese Americans to internment camps, is rescinded by President Gerald Ford's Proclamation 4417.","Executive Order 9066, which led to the relocation of Japanese Americans to internment camps, is rescinded by President Gerald Ford's Proclamation 4417.",19 February 1976 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1976",Wikipedia — February 19,,exact,Rescission of Executive Order 9066,United States,Gregorian calendar date-page normalization,meets target,Gerald Ford,Executive Order 9066,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
19,CE,1985,February,Schroeder became the first artificial-heart recipient to leave the hospital. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-19-1985-19,medicine,William J. Schroeder becomes the first recipient of an artificial heart to leave the hospital.,William J. Schroeder becomes the first recipient of an artificial heart to leave the hospital.,19 February 1985 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 1985",Wikipedia — February 19,,exact,Artificial heart patient leaves hospital,United States,Gregorian calendar date-page normalization,meets target,William J. Schroeder,Artificial heart,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
19,CE,2002,February,The probe began mapping Mars using its thermal emission imaging system. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,multi-regional,FEB-19-2002-20,space,NASA's Mars Odyssey space probe begins to map the surface of Mars using its thermal emission imaging system.,NASA's Mars Odyssey space probe begins to map the surface of Mars using its thermal emission imaging system.,19 February 2002 CE,https://en.wikipedia.org/wiki/February_19,,--02-19,,"Not separately stated; listed as February 19, 2002",Wikipedia — February 19,,exact,Mars Odyssey mapping,United States,Gregorian calendar date-page normalization,meets target,,Mars Odyssey,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1521,February,The expedition included about 200 prospective colonists. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1521-10,exploration,"Spanish conquistador Juan Ponce de León sets out from San Juan, Puerto Rico, for Florida with about 200 prospective colonists.","Spanish conquistador Juan Ponce de León sets out from San Juan, Puerto Rico, for Florida with about 200 prospective colonists.",20 February 1521 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,San Juan,"Not separately stated; listed as February 20, 1521",Wikipedia — February 20,,exact,Ponce de León expedition to Florida,Puerto Rico; United States,Gregorian calendar date-page normalization,meets target,Juan Ponce de León,Spanish expedition,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,7
20,CE,1685,February,The fort formed the basis for France's claim to Texas. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1685-11,exploration,René-Robert Cavelier establishes Fort St. Louis at Matagorda Bay thus forming the basis for France's claim to Texas.,René-Robert Cavelier establishes Fort St. Louis at Matagorda Bay thus forming the basis for France's claim to Texas.,20 February 1685 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,Matagorda Bay,"Not separately stated; listed as February 20, 1685",Wikipedia — February 20,,exact,Fort St. Louis established,United States; France,Gregorian calendar date-page normalization,meets target,René-Robert Cavelier,Fort St. Louis,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,7
20,CE,1792,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1792-07,political,"The Postal Service Act, establishing the United States Post Office Department, is signed by United States President George Washington.","The Postal Service Act, establishing the United States Post Office Department, is signed by United States President George Washington.",20 February 1792 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1792",Wikipedia — February 20,,exact,United States Post Office established,United States,Gregorian calendar date-page normalization,meets target,George Washington,United States Post Office Department,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1813,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1813-13,independence,Manuel Belgrano defeats the royalist army of Pío de Tristán during the Battle of Salta.,Manuel Belgrano defeats the royalist army of Pío de Tristán during the Battle of Salta.,20 February 1813 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,Salta,"Not separately stated; listed as February 20, 1813",Wikipedia — February 20,,exact,Battle of Salta,Argentina,Gregorian calendar date-page normalization,meets target,Manuel Belgrano; Pío de Tristán,Argentine War of Independence,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1824,February,The first scientifically validly named non-avian dinosaur species. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-20-1824-08,science,"William Buckland formally announces the name Megalosaurus, the first scientifically validly named non-avian dinosaur species.","William Buckland formally announces the name Megalosaurus, the first scientifically validly named non-avian dinosaur species.",20 February 1824 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1824",Wikipedia — February 20,,exact,Megalosaurus named,United Kingdom,Gregorian calendar date-page normalization,meets target,William Buckland,Megalosaurus,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1846,February,The uprising sought to incite a fight for national independence. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-20-1846-12,independence,Polish insurgents lead an uprising in Kraków to incite a fight for national independence.,Polish insurgents lead an uprising in Kraków to incite a fight for national independence.,20 February 1846 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,Kraków,"Not separately stated; listed as February 20, 1846",Wikipedia — February 20,,exact,Kraków uprising,Poland,Gregorian calendar date-page normalization,meets target,Polish insurgents,Kraków uprising,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,7
20,CE,1864,February,The largest battle fought in Florida during the war. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1864-15,war,American Civil War: Battle of Olustee: The largest battle fought in Florida during the war.,American Civil War: Battle of Olustee: The largest battle fought in Florida during the war.,20 February 1864 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,Olustee,"Not separately stated; listed as February 20, 1864",Wikipedia — February 20,,exact,Battle of Olustee,United States,Gregorian calendar date-page normalization,meets target,,American Civil War,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
20,CE,1865,February,The peace agreement set the scene for the War of the Triple Alliance. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1865-14,war,"End of the Uruguayan War, with a peace agreement between President Tomás Villalba and rebel leader Venancio Flores, setting the scene for the destructive War of the Triple Alliance.","End of the Uruguayan War, with a peace agreement between President Tomás Villalba and rebel leader Venancio Flores, setting the scene for the destructive War of the Triple Alliance.",20 February 1865 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1865",Wikipedia — February 20,,exact,End of the Uruguayan War,Uruguay,Gregorian calendar date-page normalization,meets target,Tomás Villalba; Venancio Flores,Uruguayan War,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,7
20,CE,1905,February,The U.S. Supreme Court upheld Massachusetts's mandatory smallpox vaccination program. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1905-06,medicine,The U.S. Supreme Court upholds the constitutionality of Massachusetts's mandatory smallpox vaccination program in Jacobson v. Massachusetts.,The U.S. Supreme Court upholds the constitutionality of Massachusetts's mandatory smallpox vaccination program in Jacobson v. Massachusetts.,20 February 1905 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1905",Wikipedia — February 20,,exact,Mandatory vaccination ruling,United States,Gregorian calendar date-page normalization,meets target,,Jacobson v. Massachusetts,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1909,February,Published in the French journal Le Figaro. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-20-1909-05,literature_culture,Publication of the Futurist Manifesto in the French journal Le Figaro.,Publication of the Futurist Manifesto in the French journal Le Figaro.,20 February 1909 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,Paris,"Not separately stated; listed as February 20, 1909",Wikipedia — February 20,,exact,Futurist Manifesto,France; Italy,Gregorian calendar date-page normalization,meets target,,Futurism,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1933,February,The act sent the proposed amendment to state ratifying conventions. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1933-18,political,"The U.S. Congress approves the Blaine Act to repeal federal Prohibition in the United States, sending the Twenty-first Amendment to the United States Constitution to state ratifying conventions for approval.","The U.S. Congress approves the Blaine Act to repeal federal Prohibition in the United States, sending the Twenty-first Amendment to the United States Constitution to state ratifying conventions for approval.",20 February 1933 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1933",Wikipedia — February 20,,exact,Blaine Act,United States,Gregorian calendar date-page normalization,meets target,,Twenty-first Amendment,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1935,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Polar,FEB-20-1935-09,exploration,Caroline Mikkelsen becomes the first woman to set foot in Antarctica.,Caroline Mikkelsen becomes the first woman to set foot in Antarctica.,20 February 1935 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1935",Wikipedia — February 20,,exact,First woman to set foot in Antarctica,,Gregorian calendar date-page normalization,meets target,Caroline Mikkelsen,Antarctica,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1944,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Oceania,FEB-20-1944-16,war,World War II: The United States takes Eniwetok Atoll.,World War II: The United States takes Eniwetok Atoll.,20 February 1944 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,Eniwetok Atoll,"Not separately stated; listed as February 20, 1944",Wikipedia — February 20,,exact,Capture of Eniwetok Atoll,Marshall Islands; United States,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1944,February,American bomber raids targeted German aircraft manufacturing centers. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-20-1944-17,war,"World War II: The "" Big Week"" begins with American bomber raids on German aircraft manufacturing centers.","World War II: The "" Big Week"" begins with American bomber raids on German aircraft manufacturing centers.",20 February 1944 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1944",Wikipedia — February 20,,exact,Big Week air raids,United States; Germany,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1962,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-20-1962-01,space,"Mercury program: While aboard Friendship 7, John Glenn becomes the first American to orbit the Earth, making three orbits in four hours, 55 minutes.","Mercury program: While aboard Friendship 7, John Glenn becomes the first American to orbit the Earth, making three orbits in four hours, 55 minutes.",20 February 1962 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1962",Wikipedia — February 20,,exact,First American orbital flight,United States,Gregorian calendar date-page normalization,meets target,John Glenn,Mercury program,global,Wikipedia date-page; single-source verification,20,verified—single source,20,10
