Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
16,CE,1410,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-16-07-1410,conflict,"On March 16, 1410, John Beaufort, 1st Earl of Somerset, French-English admiral and politician, Lord Warden of the Cinque Ports (born 1373) This event is included in the documented historical-events chronology for this calendar date.",John Beaufort,1410 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1410","Wikipedia, March 16",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
16,CE,1559,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-16-08-1559,conflict,"On March 16, 1559, Amar Singh I, successor of Maharana Pratap of Mewar (died 1620) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Amar Singh I,1559 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1559","Wikipedia, March 16",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
16,CE,1815,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-16-01-1815,political event,"On March 16, 1815, Prince Willem proclaims himself King of the United Kingdom of the Netherlands, the first constitutional monarch in the Netherlands. This event is included in the documented historical-events chronology for this calendar date.",Prince Willem proclaims himself King of the United Kingdom of the Netherlands,1815 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1815","Wikipedia, March 16",documented date,politics and governance,Netherlands,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,70
16,CE,1872,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-16-15-1872,historical event,"On March 16, 1872, The Wanderers F.C. win the first FA Cup, the oldest football competition in the world, beating Royal Engineers A.F.C. 1–0 at The Oval in Kennington, London. This event is included in the documented historical-events chronology for this calendar date.",The Wanderers F.C. win the first FA Cup,1872 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1872","Wikipedia, March 16",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
16,CE,1898,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Oceania,EVT-MAR-16-16-1898,political event,"On March 16, 1898, In Melbourne, the representatives of five colonies adopt a constitution, which would become the basis of the Commonwealth of Australia. [page needed] This event is included in the documented historical-events chronology for this calendar date.",In Melbourne,1898 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1898","Wikipedia, March 16",documented date,politics and governance,Australia,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
16,CE,1918,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-16-13-1918,conflict,"On March 16, 1918, Finnish Civil War: Battle of Länkipohja is infamous for its bloody aftermath as the Whites execute 70–100 capitulated Reds. This event is included in the documented historical-events chronology for this calendar date.",Finnish Civil War,1918 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1918","Wikipedia, March 16",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
16,CE,1924,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-16-10-1924,political event,"On March 16, 1924, In accordance with the Treaty of Rome, Fiume becomes annexed as part of Italy. This event is included in the documented historical-events chronology for this calendar date.",In accordance with the Treaty of Rome,1924 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1924","Wikipedia, March 16",documented date,politics and governance,Italy,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
16,CE,1945,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-16-02-1945,conflict,"On March 16, 1945, World War II: The Battle of Iwo Jima ends, but small pockets of Japanese resistance persist. This event is included in the documented historical-events chronology for this calendar date.",World War II,1945 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1945","Wikipedia, March 16",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,66
16,CE,1966,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-16-11-1966,discovery,"On March 16, 1966, Launch of Gemini 8 with astronauts Neil Armstrong and David Scott. It would perform the first docking of two spacecraft in orbit. This event is included in the documented historical-events chronology for this calendar date.",Launch of Gemini 8 with astronauts Neil Armstrong and David Scott. It would perform the first docking of two spacecraft in orbit.,1966 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1966","Wikipedia, March 16",documented date,science and technology,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
16,CE,1968,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-16-05-1968,conflict,"On March 16, 1968, Vietnam War: My Lai massacre occurs; between 347 and 500 Vietnamese villagers are killed by American troops. This event is included in the documented historical-events chronology for this calendar date.",Vietnam War,1968 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1968","Wikipedia, March 16",documented date,military,Vietnam,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,61
16,CE,1977,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-16-12-1977,conflict,"On March 16, 1977, Assassination of Kamal Jumblatt, the main leader of the anti-government forces in the Lebanese Civil War. This event is included in the documented historical-events chronology for this calendar date.",Assassination of Kamal Jumblatt,1977 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1977","Wikipedia, March 16",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
16,CE,1995,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Americas,EVT-MAR-16-14-1995,political event,"On March 16, 1995, Mississippi formally ratifies the Thirteenth Amendment to the United States Constitution, becoming the last state to approve the abolition of slavery. The Thirteenth Amendment was officially ratified in 1865. This event is included in the documented historical-events chronology for this calendar date.",Mississippi formally ratifies the Thirteenth Amendment to the United States Constitution,1995 CE,https://en.wikipedia.org/wiki/March_16,March 16,"March 16, 1995","Wikipedia, March 16",documented date,politics and governance,United States,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,53
17,CE,180,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-07-0180,political event,"On March 17, 180, Commodus becomes sole emperor of the Roman Empire at the age of eighteen, following the death of his father, Marcus Aurelius. This event is included in the documented historical-events chronology for this calendar date.",Commodus becomes sole emperor of the Roman Empire at the age of eighteen,180 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 180","Wikipedia, March 17",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
17,CE,180,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-10-0180,political event,"On March 17, 180, Marcus Aurelius, Roman emperor (born 121) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Marcus Aurelius,180 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 180","Wikipedia, March 17",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,455,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-08-0455,political event,"On March 17, 455, Petronius Maximus becomes, with support of the Roman Senate, emperor of the Western Roman Empire; he forces Licinia Eudoxia, the widow of his predecessor, Valentinian III, to marry him. This event is included in the documented historical-events chronology for this calendar date.",Petronius Maximus becomes,455 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 455","Wikipedia, March 17",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
17,CE,659,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-11-0659,historical event,"On March 17, 659, Gertrude of Nivelles, Frankish abbess This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Gertrude of Nivelles,659 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 659","Wikipedia, March 17",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,763,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-12-0763,historical event,"On March 17, 763, Harun al-Rashid, Abbasid caliph (died 809) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Harun al-Rashid,763 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 763","Wikipedia, March 17",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,836,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-13-0836,historical event,"On March 17, 836, Haito, bishop of Basel This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Haito,836 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 836","Wikipedia, March 17",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,905,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-14-0905,political event,"On March 17, 905, Li Yu, Prince of De, prince and emperor of the Tang Dynasty This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Li Yu,905 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 905","Wikipedia, March 17",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,1008,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-17-15-1008,political event,"On March 17, 1008, Kazan, emperor of Japan (born 968) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Kazan,1008 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1008","Wikipedia, March 17",documented date,politics and governance,Japan,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,1040,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-16-1040,political event,"On March 17, 1040, Harold Harefoot, king of England This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Harold Harefoot,1040 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1040","Wikipedia, March 17",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,1058,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-17-1058,political event,"On March 17, 1058, Lulach, king of Scotland This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Lulach,1058 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1058","Wikipedia, March 17",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,1199,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-18-1199,historical event,"On March 17, 1199, Jocelin of Glasgow, Scottish monk and bishop (born 1130) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Jocelin of Glasgow,1199 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1199","Wikipedia, March 17",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,1231,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-17-19-1231,political event,"On March 17, 1231, Emperor Shijō of Japan (died 1242) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Emperor Shijō of Japan (died 1242),1231 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1231","Wikipedia, March 17",documented date,politics and governance,Japan,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,1267,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-20-1267,historical event,"On March 17, 1267, Pierre de Montreuil, French architect This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Pierre de Montreuil,1267 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1267","Wikipedia, March 17",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
17,CE,1337,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-03-1337,conflict,"On March 17, 1337, Edward the Black Prince is made Duke of Cornwall, the first duchy in England. This event is included in the documented historical-events chronology for this calendar date.",Edward the Black Prince is made Duke of Cornwall,1337 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1337","Wikipedia, March 17",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,66
17,CE,1776,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-04-1776,conflict,"On March 17, 1776, American Revolutionary War: The British Army evacuates Boston, ending the Siege of Boston, after George Washington and Henry Knox place artillery in positions overlooking the city. This event is included in the documented historical-events chronology for this calendar date.",American Revolutionary War,1776 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1776","Wikipedia, March 17",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
17,CE,1824,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-06-1824,political event,"The Anglo-Dutch Treaty is signed in London, dividing the Malay archipelago. As a result, the Malay Peninsula is dominated by the British, while Sumatra and Java and surrounding areas are dominated by the Dutch.",The Anglo-Dutch Treaty is signed in London,1824 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1824","Wikipedia, March 17",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,58
17,CE,1860,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Oceania,EVT-MAR-17-05-1860,conflict,"On March 17, 1860, The First Taranaki War begins in Taranaki, New Zealand, a major phase of the New Zealand Wars. This event is included in the documented historical-events chronology for this calendar date.",The First Taranaki War begins in Taranaki,1860 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1860","Wikipedia, March 17",documented date,military,New Zealand,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,61
17,CE,1861,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-17-09-1861,political event,"On March 17, 1861, The Kingdom of Italy is proclaimed. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",The Kingdom of Italy is proclaimed.,1861 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1861","Wikipedia, March 17",documented date,politics and governance,Italy,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,53
17,CE,1948,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-17-01-1948,political event,"On March 17, 1948, Belgium, France, Luxembourg, the Netherlands and the United Kingdom sign the Treaty of Brussels, a precursor to the North Atlantic Treaty establishing NATO. This event is included in the documented historical-events chronology for this calendar date.",Belgium,1948 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1948","Wikipedia, March 17",documented date,politics and governance,Belgium,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,69
17,CE,1988,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-17-02-1988,conflict,"Eritrean War of Independence: The Nadew Command, an Ethiopian army corps in Eritrea, is attacked on three sides by military units of the Eritrean People's Liberation Front in the opening action of the Battle of Afabet.",Eritrean War of Independence,1988 CE,https://en.wikipedia.org/wiki/March_17,March 17,"March 17, 1988","Wikipedia, March 17",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,69
18,CE,417,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-14-0417,historical event,"On March 18, 417, Pope Zosimus is elected following the death of Pope Innocent I. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Pope Zosimus is elected following the death of Pope Innocent I.,417 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 417","Wikipedia, March 18",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
18,CE,978,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-05-0978,conflict,"On March 18, 978, Edward the Martyr, English king (born 962) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Edward the Martyr,978 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 978","Wikipedia, March 18",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
18,CE,1068,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-08-1068,disaster,"On March 18, 1068, An earthquake in the Levant and the Arabian Peninsula leaves up to 20,000 dead. This event is included in the documented historical-events chronology for this calendar date.",An earthquake in the Levant and the Arabian Peninsula leaves up to 20,1068 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1068","Wikipedia, March 18",documented date,natural disaster,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,59
18,CE,1229,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-06-1229,political event,"On March 18, 1229, Frederick II, Holy Roman Emperor, declares himself King of Jerusalem in the Sixth Crusade. This event is included in the documented historical-events chronology for this calendar date.",Frederick II,1229 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1229","Wikipedia, March 18",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
18,CE,1241,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-18-01-1241,conflict,"On March 18, 1241, First Mongol invasion of Poland: Mongols overwhelm Polish armies in Kraków in the Battle of Chmielnik and plunder the city. This event is included in the documented historical-events chronology for this calendar date.",First Mongol invasion of Poland,1241 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1241","Wikipedia, March 18",documented date,military,Poland,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,75
18,CE,1597,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-12-1597,historical event,"On March 18, 1597, Jérôme le Royer de la Dauversière, French religious leader, founded the Société Notre-Dame de Montréal (died 1659) This event is included in the documented historical-events chronology for this calendar date.",Jérôme le Royer de la Dauversière,1597 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1597","Wikipedia, March 18",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,57
18,CE,1644,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-15-1644,conflict,"On March 18, 1644, The Third Anglo-Powhatan War begins in the Colony of Virginia. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",The Third Anglo-Powhatan War begins in the Colony of Virginia.,1644 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1644","Wikipedia, March 18",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
18,CE,1766,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-10-1766,political event,"On March 18, 1766, American Revolution: The British Parliament repeals the Stamp Act. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",American Revolution,1766 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1766","Wikipedia, March 18",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,58
18,CE,1793,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-03-1793,conflict,"On March 18, 1793, Flanders Campaign of the French Revolution, Battle of Neerwinden. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Flanders Campaign of the French Revolution,1793 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1793","Wikipedia, March 18",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
18,CE,1793,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-18-13-1793,political event,"On March 18, 1793, The first modern republic in Germany, the Republic of Mainz, is declared by Andreas Joseph Hofmann. This event is included in the documented historical-events chronology for this calendar date.",The first modern republic in Germany,1793 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1793","Wikipedia, March 18",documented date,politics and governance,Germany,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
18,CE,1848,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-19-1848,historical event,"On March 18, 1848, Revolutions of 1848: A rebellion arises in Milan which in five days of street fighting drove Marshal Radetzky and his Austrian soldiers from the city. This event is included in the documented historical-events chronology for this calendar date.",Revolutions of 1848,1848 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1848","Wikipedia, March 18",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,52
18,CE,1858,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-20-1858,historical event,"On March 18, 1858, Rudolf Diesel, German engineer, invented the Diesel engine (died 1913) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Rudolf Diesel,1858 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1858","Wikipedia, March 18",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
18,CE,1899,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-17-1899,historical event,"On March 18, 1899, Phoebe, a satellite of Saturn, becomes the first to be discovered with photographs, taken in August 1898, by William Henry Pickering. This event is included in the documented historical-events chronology for this calendar date.",Phoebe,1899 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1899","Wikipedia, March 18",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,54
18,CE,1915,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-07-1915,conflict,"On March 18, 1915, World War I: During the Battle of Gallipoli, three battleships are sunk during a failed British and French naval attack on the Dardanelles. This event is included in the documented historical-events chronology for this calendar date.",World War I,1915 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1915","Wikipedia, March 18",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
18,CE,1921,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-02-1921,conflict,"Mongolian Revolution of 1921: The Mongolian People's Army defeats local Chinese forces at Altanbulag, Selenge (then known as Maimachen). This battle was seen as the birthday of the People's Army and completed the expulsion of Chinese militants in Mongolia.",Mongolian Revolution of 1921,1921 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1921","Wikipedia, March 18",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,64
18,CE,1937,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-04-1937,conflict,"On March 18, 1937, Spanish Civil War: Spanish Republican forces defeat the Italians at the Battle of Guadalajara. This event is included in the documented historical-events chronology for this calendar date.",Spanish Civil War,1937 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1937","Wikipedia, March 18",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
18,CE,1940,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-18-16-1940,conflict,"On March 18, 1940, World War II: Adolf Hitler and Benito Mussolini meet at the Brenner Pass in the Alps and agree to form an alliance against France and the United Kingdom. This event is included in the documented historical-events chronology for this calendar date.",World War II,1940 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1940","Wikipedia, March 18",documented date,military,France,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
18,CE,1942,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Americas,EVT-MAR-18-18-1942,conflict,"On March 18, 1942, The War Relocation Authority is established in the United States to take Japanese Americans into custody. This event is included in the documented historical-events chronology for this calendar date.",The War Relocation Authority is established in the United States to take Japanese Americans into custody.,1942 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1942","Wikipedia, March 18",documented date,military,United States,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,53
18,CE,1945,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-11-1945,conflict,"World War II: 40th Infantry Division, spearheaded by the 185th US Infantry Regiment, lands unopposed in Tigbauan, forcing the Japanese forces to surrender and General Macario Peralta and Gen. Gen. Eichelberger to declare the Liberation of Panay, Romblon and Guimaras.",World War II,1945 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1945","Wikipedia, March 18",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,58
18,CE,1962,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-18-09-1962,conflict,"On March 18, 1962, The Évian Accords end the Algerian War of Independence, which had begun in 1954. This event is included in the documented historical-events chronology for this calendar date.",The Évian Accords end the Algerian War of Independence,1962 CE,https://en.wikipedia.org/wiki/March_18,March 18,"March 18, 1962","Wikipedia, March 18",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,59
