Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
14,CE,1800,June,,Europe,GHCD-06-14-1800-07,conflict,The French Army of First Consul Napoleon Bonaparte defeats the Austrians at the Battle of Marengo in Northern Italy and re-conquers Italy.,The French Army of First Consul Napoleon Bonaparte defeats the Austrians at the Battle of Marengo in Northern Italy and re-conquers Italy.,"June 14, 1800 CE",https://en.wikipedia.org/wiki/June_14,1800-06-14,1800– The French Army of First Consul Napoleon Bonaparte defeats the Austrians at the Battle of Marengo in Northern Italy and re-conquers Italy.,Wikipedia,exact,military and conflict,Italy,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
14,CE,1807,June,,Europe,GHCD-06-14-1807-08,conflict,Emperor Napoleon's French Grande Armée defeats the Russian Army at the Battle of Friedland in Poland (modern Russian Kaliningrad Oblast) ending the War of the Fourth Coalition.,Emperor Napoleon's French Grande Armée defeats the Russian Army at the Battle of Friedland in Poland (modern Russian Kaliningrad Oblast) ending the War of the Fourth Coalition.,"June 14, 1807 CE",https://en.wikipedia.org/wiki/June_14,1807-06-14,1807– Emperor Napoleon's French Grande Armée defeats the Russian Army at the Battle of Friedland in Poland (modern Russian Kaliningrad Oblast) ending the War of the Fourth Coalition.,Wikipedia,exact,military and conflict,Poland,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
14,CE,1821,June,,,GHCD-06-14-1821-09,historical event,"Badi VII, king of Sennar, surrenders his throne and realm to Ismail Pasha, general of the Ottoman Empire, bringing the 300 year old Sudanese kingdom to an end.","Badi VII, king of Sennar, surrenders his throne and realm to Ismail Pasha, general of the Ottoman Empire, bringing the 300 year old Sudanese kingdom to an end.","June 14, 1821 CE",https://en.wikipedia.org/wiki/June_14,1821-06-14,"1821– Badi VII, king of Sennar, surrenders his throne and realm to Ismail Pasha, general of the Ottoman Empire, bringing the 300 year old Sudanese kingdom to an end.",Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
14,CE,1830,June,,Africa,GHCD-06-14-1830-10,conflict,"Beginning of the French colonization of Algeria: Thirty-four thousand French soldiers begin their invasion of Algiers, landing 27 kilometers west at Sidi Fredj.","Beginning of the French colonization of Algeria: Thirty-four thousand French soldiers begin their invasion of Algiers, landing 27 kilometers west at Sidi Fredj.","June 14, 1830 CE",https://en.wikipedia.org/wiki/June_14,1830-06-14,"1830– Beginning of the French colonization of Algeria: Thirty-four thousand French soldiers begin their invasion of Algiers, landing 27 kilometers west at Sidi Fredj.",Wikipedia,exact,military and conflict,Algeria,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
14,CE,1839,June,,,GHCD-06-14-1839-11,historical event,"Henley Royal Regatta: the village of Henley-on-Thames, on the River Thames in Oxfordshire, stages its first regatta.","Henley Royal Regatta: the village of Henley-on-Thames, on the River Thames in Oxfordshire, stages its first regatta.","June 14, 1839 CE",https://en.wikipedia.org/wiki/June_14,1839-06-14,"1839– Henley Royal Regatta: the village of Henley-on-Thames, on the River Thames in Oxfordshire, stages its first regatta.",Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
14,CE,1863,June,,,GHCD-06-14-1863-12,conflict,"American Civil War: Second Battle of Winchester: A Union garrison is defeated by the Army of Northern Virginia in the Shenandoah Valley town of Winchester, Virginia.","American Civil War: Second Battle of Winchester: A Union garrison is defeated by the Army of Northern Virginia in the Shenandoah Valley town of Winchester, Virginia.","June 14, 1863 CE",https://en.wikipedia.org/wiki/June_14,1863-06-14,"1863– American Civil War: Second Battle of Winchester: A Union garrison is defeated by the Army of Northern Virginia in the Shenandoah Valley town of Winchester, Virginia.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
14,CE,1863,June,,,GHCD-06-14-1863-13,conflict,Second Assault on the Confederate works at the Siege of Port Hudson during the American Civil War.,Second Assault on the Confederate works at the Siege of Port Hudson during the American Civil War.,"June 14, 1863 CE",https://en.wikipedia.org/wiki/June_14,1863-06-14,1863– Second Assault on the Confederate works at the Siege of Port Hudson during the American Civil War.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
14,CE,1907,June,,,GHCD-06-14-1907-14,politics,The National Association for Women's Suffrage succeeds in getting Norwegian women the right to vote in parliamentary elections.,The National Association for Women's Suffrage succeeds in getting Norwegian women the right to vote in parliamentary elections.,"June 14, 1907 CE",https://en.wikipedia.org/wiki/June_14,1907-06-14,1907– The National Association for Women's Suffrage succeeds in getting Norwegian women the right to vote in parliamentary elections.,Wikipedia,exact,politics and law,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
14,CE,1919,June,,,GHCD-06-14-1919-15,science and technology,"John Alcock and Arthur Whitten Brown depart from St. John's, Newfoundland on the first nonstop transatlantic flight.",John Alcock and Arthur Whitten Brown depart from St,"June 14, 1919 CE",https://en.wikipedia.org/wiki/June_14,1919-06-14,"1919– John Alcock and Arthur Whitten Brown depart from St. John's, Newfoundland on the first nonstop transatlantic flight.",Wikipedia,exact,science and technology,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
14,CE,1937,June,,North America,GHCD-06-14-1937-16,historical event,Pennsylvania becomes the first (and only) state of the United States to celebrate Flag Day officially as a state holiday.,Pennsylvania becomes the first (and only) state of the United States to celebrate Flag Day officially as a state holiday.,"June 14, 1937 CE",https://en.wikipedia.org/wiki/June_14,1937-06-14,1937– Pennsylvania becomes the first (and only) state of the United States to celebrate Flag Day officially as a state holiday.,Wikipedia,exact,general history,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
14,CE,1940,June,,,GHCD-06-14-1940-17,conflict,World War II: The German occupation of Paris begins.,World War II: The German occupation of Paris begins.,"June 14, 1940 CE",https://en.wikipedia.org/wiki/June_14,1940-06-14,1940– World War II: The German occupation of Paris begins.,Wikipedia,exact,military and conflict,,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
14,CE,1944,June,,,GHCD-06-14-1944-18,conflict,"World War II: After several failed attempts, the British Army abandons Operation Perch, its plan to capture the German-occupied town of Caen.","World War II: After several failed attempts, the British Army abandons Operation Perch, its plan to capture the German-occupied town of Caen.","June 14, 1944 CE",https://en.wikipedia.org/wiki/June_14,1944-06-14,"1944– World War II: After several failed attempts, the British Army abandons Operation Perch, its plan to capture the German-occupied town of Caen.",Wikipedia,exact,military and conflict,,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
14,CE,1945,June,,,GHCD-06-14-1945-19,conflict,World War II: Filipino troops of the Philippine Commonwealth Army liberate the captured in Ilocos Sur and start the Battle of Bessang Pass in Northern Luzon.,World War II: Filipino troops of the Philippine Commonwealth Army liberate the captured in Ilocos Sur and start the Battle of Bessang Pass in Northern Luzon.,"June 14, 1945 CE",https://en.wikipedia.org/wiki/June_14,1945-06-14,1945– World War II: Filipino troops of the Philippine Commonwealth Army liberate the captured in Ilocos Sur and start the Battle of Bessang Pass in Northern Luzon.,Wikipedia,exact,military and conflict,,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
14,CE,1949,June,,,GHCD-06-14-1949-20,science and technology,"Albert II, a rhesus monkey, rides a V-2 rocket to an altitude of 134 km (83 mi), thereby becoming the first mammal and first monkey in space.","Albert II, a rhesus monkey, rides a V-2 rocket to an altitude of 134 km (83 mi), thereby becoming the first mammal and first monkey in space.","June 14, 1949 CE",https://en.wikipedia.org/wiki/June_14,1949-06-14,"1949– Albert II, a rhesus monkey, rides a V-2 rocket to an altitude of 134 km (83 mi), thereby becoming the first mammal and first monkey in space.",Wikipedia,exact,science and technology,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
15,CE,844,June,,Europe,GHCD-06-15-0844-01,historical event,Louis II is crowned as king of Italy at Rome by pope Sergius II.,Louis II is crowned as king of Italy at Rome by pope Sergius II.,"June 15, 844 CE",https://en.wikipedia.org/wiki/June_15,0844-06-15,844– Louis II is crowned as king of Italy at Rome by pope Sergius II.,Wikipedia,exact,general history,Italy,Gregorian,target met,regional,secondary reference,20,single-source verified,20,79
15,CE,923,June,,Europe,GHCD-06-15-0923-02,conflict,Battle of Soissons: King Robert I of France is killed and King Charles the Simple is arrested by the supporters of Duke Rudolph of Burgundy.,Battle of Soissons: King Robert I of France is killed and King Charles the Simple is arrested by the supporters of Duke Rudolph of Burgundy.,"June 15, 923 CE",https://en.wikipedia.org/wiki/June_15,0923-06-15,923– Battle of Soissons: King Robert I of France is killed and King Charles the Simple is arrested by the supporters of Duke Rudolph of Burgundy.,Wikipedia,exact,military and conflict,France,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
15,CE,1184,June,,Europe,GHCD-06-15-1184-03,conflict,The naval Battle of Fimreite is won by the Birkebeiner pretender Sverre Sigurdsson. Sigurdsson takes the Norwegian throne and King Magnus V of Norway is killed.,The naval Battle of Fimreite is won by the Birkebeiner pretender Sverre Sigurdsson,"June 15, 1184 CE",https://en.wikipedia.org/wiki/June_15,1184-06-15,1184– The naval Battle of Fimreite is won by the Birkebeiner pretender Sverre Sigurdsson. Sigurdsson takes the Norwegian throne and King Magnus V of Norway is killed.,Wikipedia,exact,military and conflict,Norway,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
15,CE,1215,June,,Europe,GHCD-06-15-1215-04,historical event,King John of England puts his seal to Magna Carta.,King John of England puts his seal to Magna Carta.,"June 15, 1215 CE",https://en.wikipedia.org/wiki/June_15,1215-06-15,1215– King John of England puts his seal to Magna Carta.,Wikipedia,exact,general history,United Kingdom,Gregorian,target met,regional,secondary reference,20,single-source verified,20,79
15,CE,1219,June,,,GHCD-06-15-1219-05,conflict,Northern Crusades: Danish victory at the Battle of Lindanise (modern-day Tallinn) establishes the Danish Duchy of Estonia.,Northern Crusades: Danish victory at the Battle of Lindanise (modern-day Tallinn) establishes the Danish Duchy of Estonia.,"June 15, 1219 CE",https://en.wikipedia.org/wiki/June_15,1219-06-15,1219– Northern Crusades: Danish victory at the Battle of Lindanise (modern-day Tallinn) establishes the Danish Duchy of Estonia.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,79
15,CE,1246,June,,Europe,GHCD-06-15-1246-06,historical event,"With the death of Frederick II, Duke of Austria, the Babenberg dynasty ends in Austria.","With the death of Frederick II, Duke of Austria, the Babenberg dynasty ends in Austria.","June 15, 1246 CE",https://en.wikipedia.org/wiki/June_15,1246-06-15,"1246– With the death of Frederick II, Duke of Austria, the Babenberg dynasty ends in Austria.",Wikipedia,exact,general history,Austria,Gregorian,target met,regional,secondary reference,20,single-source verified,20,79
15,CE,1310,June,,,GHCD-06-15-1310-07,conflict,"The Tiepolo conspiracy, seeking to seize power in the Republic of Venice, is thwarted after bloody street clashes in Venice. The suppression of the revolt will lead to the creation of the Council of Ten.","The Tiepolo conspiracy, seeking to seize power in the Republic of Venice, is thwarted after bloody street clashes in Venice","June 15, 1310 CE",https://en.wikipedia.org/wiki/June_15,1310-06-15,"1310– The Tiepolo conspiracy, seeking to seize power in the Republic of Venice, is thwarted after bloody street clashes in Venice. The suppression of the revolt will lead to the creation of the Council of Ten.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
15,CE,1312,June,,Europe,GHCD-06-15-1312-08,conflict,"At the Battle of Rozgony, King Charles I of Hungary wins a decisive victory over the family of Palatine Amade Aba.","At the Battle of Rozgony, King Charles I of Hungary wins a decisive victory over the family of Palatine Amade Aba.","June 15, 1312 CE",https://en.wikipedia.org/wiki/June_15,1312-06-15,"1312– At the Battle of Rozgony, King Charles I of Hungary wins a decisive victory over the family of Palatine Amade Aba.",Wikipedia,exact,military and conflict,Hungary,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
15,CE,1410,June,,,GHCD-06-15-1410-09,conflict,"In a decisive battle at Onon River, the Mongol forces of Oljei Temur were decimated by the Chinese armies of the Yongle Emperor.","In a decisive battle at Onon River, the Mongol forces of Oljei Temur were decimated by the Chinese armies of the Yongle Emperor.","June 15, 1410 CE",https://en.wikipedia.org/wiki/June_15,1410-06-15,"1410– In a decisive battle at Onon River, the Mongol forces of Oljei Temur were decimated by the Chinese armies of the Yongle Emperor.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
15,CE,1804,June,,North America,GHCD-06-15-1804-10,politics,"New Hampshire approves the Twelfth Amendment to the United States Constitution, ratifying the document.","New Hampshire approves the Twelfth Amendment to the United States Constitution, ratifying the document.","June 15, 1804 CE",https://en.wikipedia.org/wiki/June_15,1804-06-15,"1804– New Hampshire approves the Twelfth Amendment to the United States Constitution, ratifying the document.",Wikipedia,exact,politics and law,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
15,CE,1846,June,,North America,GHCD-06-15-1846-11,conflict,"The Oregon Treaty extends the border between the United States and British North America, established by the Treaty of 1818, westward to the Pacific Ocean.","The Oregon Treaty extends the border between the United States and British North America, established by the Treaty of 1818, westward to the Pacific Ocean.","June 15, 1846 CE",https://en.wikipedia.org/wiki/June_15,1846-06-15,"1846– The Oregon Treaty extends the border between the United States and British North America, established by the Treaty of 1818, westward to the Pacific Ocean.",Wikipedia,exact,military and conflict,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
15,CE,1859,June,,,GHCD-06-15-1859-12,politics,"Ambiguity in the Oregon Treaty leads to the "" Northwestern Boundary Dispute"" between American and British/Canadian settlers.","Ambiguity in the Oregon Treaty leads to the "" Northwestern Boundary Dispute"" between American and British/Canadian settlers.","June 15, 1859 CE",https://en.wikipedia.org/wiki/June_15,1859-06-15,"1859– Ambiguity in the Oregon Treaty leads to the "" Northwestern Boundary Dispute"" between American and British/Canadian settlers.",Wikipedia,exact,politics and law,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
15,CE,1864,June,,,GHCD-06-15-1864-13,conflict,American Civil War: The Second Battle of Petersburg begins.,American Civil War: The Second Battle of Petersburg begins.,"June 15, 1864 CE",https://en.wikipedia.org/wiki/June_15,1864-06-15,1864– American Civil War: The Second Battle of Petersburg begins.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
15,CE,1919,June,,,GHCD-06-15-1919-14,science and technology,"John Alcock and Arthur Brown complete the first nonstop transatlantic flight when they reach Clifden, County Galway, Ireland.","John Alcock and Arthur Brown complete the first nonstop transatlantic flight when they reach Clifden, County Galway, Ireland.","June 15, 1919 CE",https://en.wikipedia.org/wiki/June_15,1919-06-15,"1919– John Alcock and Arthur Brown complete the first nonstop transatlantic flight when they reach Clifden, County Galway, Ireland.",Wikipedia,exact,science and technology,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
15,CE,1940,June,,Europe,GHCD-06-15-1940-15,conflict,"World War II: Operation Aerial begins: Allied troops start to evacuate France, following Germany's takeover of Paris and most of the nation.","World War II: Operation Aerial begins: Allied troops start to evacuate France, following Germany's takeover of Paris and most of the nation.","June 15, 1940 CE",https://en.wikipedia.org/wiki/June_15,1940-06-15,"1940– World War II: Operation Aerial begins: Allied troops start to evacuate France, following Germany's takeover of Paris and most of the nation.",Wikipedia,exact,military and conflict,France,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
15,CE,1944,June,,North America,GHCD-06-15-1944-16,conflict,"World War II: The United States invades Saipan, capital of Japan's South Seas Mandate.","World War II: The United States invades Saipan, capital of Japan's South Seas Mandate.","June 15, 1944 CE",https://en.wikipedia.org/wiki/June_15,1944-06-15,"1944– World War II: The United States invades Saipan, capital of Japan's South Seas Mandate.",Wikipedia,exact,military and conflict,United States,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
15,CE,1944,June,,,GHCD-06-15-1944-17,politics,"In the Saskatchewan general election, the CCF, led by Tommy Douglas, is elected and forms the first socialist government in North America.","In the Saskatchewan general election, the CCF, led by Tommy Douglas, is elected and forms the first socialist government in North America.","June 15, 1944 CE",https://en.wikipedia.org/wiki/June_15,1944-06-15,"1944– In the Saskatchewan general election, the CCF, led by Tommy Douglas, is elected and forms the first socialist government in North America.",Wikipedia,exact,politics and law,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
15,CE,1977,June,,Europe,GHCD-06-15-1977-18,politics,"After the death of dictator Francisco Franco in 1975, the first democratic elections take place in Spain.","After the death of dictator Francisco Franco in 1975, the first democratic elections take place in Spain.","June 15, 1977 CE",https://en.wikipedia.org/wiki/June_15,1977-06-15,"1977– After the death of dictator Francisco Franco in 1975, the first democratic elections take place in Spain.",Wikipedia,exact,politics and law,Spain,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
15,CE,1991,June,,Asia,GHCD-06-15-1991-19,disaster,"In the Philippines, Mount Pinatubo erupts in the second largest volcanic eruption of the 20th century, killing over 800 people.","In the Philippines, Mount Pinatubo erupts in the second largest volcanic eruption of the 20th century, killing over 800 people.","June 15, 1991 CE",https://en.wikipedia.org/wiki/June_15,1991-06-15,"1991– In the Philippines, Mount Pinatubo erupts in the second largest volcanic eruption of the 20th century, killing over 800 people.",Wikipedia,exact,natural disaster,Philippines,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
15,CE,1992,June,,North America,GHCD-06-15-1992-20,politics,"The United States Supreme Court rules in United States v. Álvarez-Machaín that it is permissible for the United States to forcibly extradite suspects in foreign countries and bring them to the United States for trial, without approval from those other countries.",The United States Supreme Court rules in United States v,"June 15, 1992 CE",https://en.wikipedia.org/wiki/June_15,1992-06-15,"1992– The United States Supreme Court rules in United States v. Álvarez-Machaín that it is permissible for the United States to forcibly extradite suspects in foreign countries and bring them to the United States for trial, without approval from those other countries.",Wikipedia,exact,politics and law,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
16,CE,632,June,,Asia,GHCD-06-16-0632-01,historical event,Yazdegerd III ascends the throne as king (shah) of the Persian Empire. He becomes the last ruler of the Sasanian dynasty (modern Iran).,Yazdegerd III ascends the throne as king (shah) of the Persian Empire,"June 16, 632 CE",https://en.wikipedia.org/wiki/June_16,0632-06-16,632– Yazdegerd III ascends the throne as king (shah) of the Persian Empire. He becomes the last ruler of the Sasanian dynasty (modern Iran).,Wikipedia,exact,general history,Iran,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
16,CE,1407,June,,,GHCD-06-16-1407-02,conflict,Ming–Hồ War: Retired King Hồ Quý Ly and his son King Hồ Hán Thương of Hồ dynasty are captured by the Ming armies.,Ming–Hồ War: Retired King Hồ Quý Ly and his son King Hồ Hán Thương of Hồ dynasty are captured by the Ming armies.,"June 16, 1407 CE",https://en.wikipedia.org/wiki/June_16,1407-06-16,1407– Ming–Hồ War: Retired King Hồ Quý Ly and his son King Hồ Hán Thương of Hồ dynasty are captured by the Ming armies.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
16,CE,1487,June,,Europe,GHCD-06-16-1487-03,conflict,Battle of Stoke Field: King Henry VII of England defeats the leaders of a Yorkist rebellion in the final engagement of the Wars of the Roses.,Battle of Stoke Field: King Henry VII of England defeats the leaders of a Yorkist rebellion in the final engagement of the Wars of the Roses.,"June 16, 1487 CE",https://en.wikipedia.org/wiki/June_16,1487-06-16,1487– Battle of Stoke Field: King Henry VII of England defeats the leaders of a Yorkist rebellion in the final engagement of the Wars of the Roses.,Wikipedia,exact,military and conflict,United Kingdom,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
16,CE,1746,June,,Europe,GHCD-06-16-1746-04,conflict,War of the Austrian Succession: Austria and Sardinia defeat a Franco-Spanish army at the Battle of Piacenza.,War of the Austrian Succession: Austria and Sardinia defeat a Franco-Spanish army at the Battle of Piacenza.,"June 16, 1746 CE",https://en.wikipedia.org/wiki/June_16,1746-06-16,1746– War of the Austrian Succession: Austria and Sardinia defeat a Franco-Spanish army at the Battle of Piacenza.,Wikipedia,exact,military and conflict,Austria,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
16,CE,1779,June,,Europe,GHCD-06-16-1779-05,conflict,"American Revolutionary War: Spain declares war on the Kingdom of Great Britain, and the Great Siege of Gibraltar begins.","American Revolutionary War: Spain declares war on the Kingdom of Great Britain, and the Great Siege of Gibraltar begins.","June 16, 1779 CE",https://en.wikipedia.org/wiki/June_16,1779-06-16,"1779– American Revolutionary War: Spain declares war on the Kingdom of Great Britain, and the Great Siege of Gibraltar begins.",Wikipedia,exact,military and conflict,Spain,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
16,CE,1795,June,,,GHCD-06-16-1795-06,conflict,"French Revolutionary Wars: In what became known as Cornwallis's Retreat, a British Royal Navy squadron led by Vice Admiral William Cornwallis strongly resists a much larger French Navy force and withdraws largely intact, setting up the French Navy defeat at the Battle of Groix six days later.","French Revolutionary Wars: In what became known as Cornwallis's Retreat, a British Royal Navy squadron led by Vice Admiral William Cornwallis strongly resists a much larger Fren...","June 16, 1795 CE",https://en.wikipedia.org/wiki/June_16,1795-06-16,"1795– French Revolutionary Wars: In what became known as Cornwallis's Retreat, a British Royal Navy squadron led by Vice Admiral William Cornwallis strongly resists a much larger French Navy force and withdraws largely intact, setting up the French Navy defeat at the Battle of Groix six days later.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
16,CE,1815,June,,,GHCD-06-16-1815-07,conflict,"Battle of Ligny and Battle of Quatre Bras, two days before the Battle of Waterloo.","Battle of Ligny and Battle of Quatre Bras, two days before the Battle of Waterloo.","June 16, 1815 CE",https://en.wikipedia.org/wiki/June_16,1815-06-16,"1815– Battle of Ligny and Battle of Quatre Bras, two days before the Battle of Waterloo.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
16,CE,1819,June,,Asia,GHCD-06-16-1819-08,disaster,"A major earthquake strikes the Kutch district of western India, killing over 1,543 people and raising a 6-metre-high (20 ft), 6-kilometre-wide (3.7 mi), ridge, extending for at least 80 kilometres (50 mi), that was known as the Allah Bund (""Dam of God"").","A major earthquake strikes the Kutch district of western India, killing over 1,543 people and raising a 6-metre-high (20 ft), 6-kilometre-wide (3.7 mi), ridge, extending for at...","June 16, 1819 CE",https://en.wikipedia.org/wiki/June_16,1819-06-16,"1819– A major earthquake strikes the Kutch district of western India, killing over 1,543 people and raising a 6-metre-high (20 ft), 6-kilometre-wide (3.7 mi), ridge, extending for at least 80 kilometres (50 mi), that was known as the Allah Bund (""Dam of God"").",Wikipedia,exact,natural disaster,India,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
16,CE,1836,June,,,GHCD-06-16-1836-09,historical event,The formation of the London Working Men's Association gives rise to the Chartist Movement.,The formation of the London Working Men's Association gives rise to the Chartist Movement.,"June 16, 1836 CE",https://en.wikipedia.org/wiki/June_16,1836-06-16,1836– The formation of the London Working Men's Association gives rise to the Chartist Movement.,Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
16,CE,1884,June,,,GHCD-06-16-1884-10,historical event,"The first purpose-built roller coaster, LaMarcus Adna Thompson's "" Switchback Railway"", opens in New York's Coney Island amusement park.","The first purpose-built roller coaster, LaMarcus Adna Thompson's "" Switchback Railway"", opens in New York's Coney Island amusement park.","June 16, 1884 CE",https://en.wikipedia.org/wiki/June_16,1884-06-16,"1884– The first purpose-built roller coaster, LaMarcus Adna Thompson's "" Switchback Railway"", opens in New York's Coney Island amusement park.",Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
16,CE,1897,June,,North America,GHCD-06-16-1897-11,politics,A treaty annexing the Republic of Hawaii to the United States is signed; the Republic would not be dissolved until a year later.,A treaty annexing the Republic of Hawaii to the United States is signed; the Republic would not be dissolved until a year later.,"June 16, 1897 CE",https://en.wikipedia.org/wiki/June_16,1897-06-16,1897– A treaty annexing the Republic of Hawaii to the United States is signed; the Republic would not be dissolved until a year later.,Wikipedia,exact,politics and law,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
16,CE,1903,June,,Europe,GHCD-06-16-1903-12,historical event,"Roald Amundsen leaves Oslo, Norway, to commence the first east–west navigation of the Northwest Passage.","Roald Amundsen leaves Oslo, Norway, to commence the first east–west navigation of the Northwest Passage.","June 16, 1903 CE",https://en.wikipedia.org/wiki/June_16,1903-06-16,"1903– Roald Amundsen leaves Oslo, Norway, to commence the first east–west navigation of the Northwest Passage.",Wikipedia,exact,general history,Norway,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
16,CE,1904,June,,Europe,GHCD-06-16-1904-13,historical event,"Eugen Schauman assassinates Nikolay Bobrikov, Governor-General of Finland.","Eugen Schauman assassinates Nikolay Bobrikov, Governor-General of Finland.","June 16, 1904 CE",https://en.wikipedia.org/wiki/June_16,1904-06-16,"1904– Eugen Schauman assassinates Nikolay Bobrikov, Governor-General of Finland.",Wikipedia,exact,general history,Finland,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
16,CE,1911,June,,,GHCD-06-16-1911-14,historical event,"IBM founded as the Computing-Tabulating-Recording Company in Endicott, New York.","IBM founded as the Computing-Tabulating-Recording Company in Endicott, New York.","June 16, 1911 CE",https://en.wikipedia.org/wiki/June_16,1911-06-16,"1911– IBM founded as the Computing-Tabulating-Recording Company in Endicott, New York.",Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
16,CE,1922,June,,,GHCD-06-16-1922-15,politics,General election in the Irish Free State: The pro-Treaty Sinn Féin party wins a large majority.,General election in the Irish Free State: The pro-Treaty Sinn Féin party wins a large majority.,"June 16, 1922 CE",https://en.wikipedia.org/wiki/June_16,1922-06-16,1922– General election in the Irish Free State: The pro-Treaty Sinn Féin party wins a large majority.,Wikipedia,exact,politics and law,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
16,CE,1940,June,,Europe,GHCD-06-16-1940-16,conflict,World War II: Marshal Henri Philippe Pétain becomes Chief of State of Vichy France (Chef de l'État Français).,World War II: Marshal Henri Philippe Pétain becomes Chief of State of Vichy France (Chef de l'État Français).,"June 16, 1940 CE",https://en.wikipedia.org/wiki/June_16,1940-06-16,1940– World War II: Marshal Henri Philippe Pétain becomes Chief of State of Vichy France (Chef de l'État Français).,Wikipedia,exact,military and conflict,France,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
16,CE,1955,June,,,GHCD-06-16-1955-17,conflict,"In a futile effort to topple Argentine President Juan Perón, rogue aircraft pilots of the Argentine Navy drop several bombs upon an unarmed crowd demonstrating in favor of Perón in Buenos Aires, killing 364 and injuring at least 800. At the same time on the ground, some soldiers attempt to stage a coup but are suppressed by loyal forces.","In a futile effort to topple Argentine President Juan Perón, rogue aircraft pilots of the Argentine Navy drop several bombs upon an unarmed crowd demonstrating in favor of Perón...","June 16, 1955 CE",https://en.wikipedia.org/wiki/June_16,1955-06-16,"1955– In a futile effort to topple Argentine President Juan Perón, rogue aircraft pilots of the Argentine Navy drop several bombs upon an unarmed crowd demonstrating in favor of Perón in Buenos Aires, killing 364 and injuring at least 800. At the same time on the ground, some soldiers attempt to stage a coup but are suppressed by loyal forces.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
