Day,Era,Year,Month,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,City location,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
22,CE,1915,April,Europe,GHC-APR-0128,military,Chlorine gas is released as a chemical weapon in the Second Battle of Ypres.,Second Battle of Ypres gas attack,"April 22, 1915 CE",https://en.wikipedia.org/wiki/April_22,1915-04-22,Ypres,"April 22, 1915",Wikipedia — April 22,exact,World War I chemical warfare,Belgium,Gregorian,evidence-based partial coverage,,World War I,regional,secondary source; page cites references,20,verified against dated source entry,6,8
22,CE,1944,April,Asia,GHC-APR-0129,science_technology,The 1st Air Commando Group using Sikorsky R-4 helicopters stages the first use of helicopters in combat with combat search and rescue operations in the China Burma India Theater.,First combat use of helicopters,"April 22, 1944 CE",https://en.wikipedia.org/wiki/April_22,1944-04-22,,"April 22, 1944",Wikipedia — April 22,exact,Military aviation,,Gregorian,evidence-based partial coverage,,1st Air Commando Group,regional,secondary source; page cites references,20,verified against dated source entry,6,8
22,CE,1970,April,Global,GHC-APR-0130,social,The first Earth Day is celebrated.,First Earth Day,"April 22, 1970 CE",https://en.wikipedia.org/wiki/April_22,1970-04-22,,"April 22, 1970",Wikipedia — April 22,exact,Environmental movement,,Gregorian,evidence-based partial coverage,,Earth Day,global,secondary source; page cites references,20,verified against dated source entry,6,9
22,CE,1977,April,Global,GHC-APR-0131,science_technology,Optical fiber is first used to carry live telephone traffic.,Optical fiber carries telephone traffic,"April 22, 1977 CE",https://en.wikipedia.org/wiki/April_22,1977-04-22,,"April 22, 1977",Wikipedia — April 22,exact,Telecommunications,,Gregorian,evidence-based partial coverage,,,global,secondary source; page cites references,20,verified against dated source entry,6,9
23,CE,1500,April,South America,GHC-APR-0132,exploration,Portuguese explorer Pedro Alvarez Cabral reaches a new coastline identified as Brazil.,Cabral reaches Brazil,"April 23, 1500 CE",https://en.wikipedia.org/wiki/April_23,1500-04-23,,"April 23, 1500",Wikipedia — April 23,exact,European exploration,Brazil,Gregorian,evidence-based partial coverage,Pedro Alvarez Cabral,Portugal,regional,secondary source; page cites references,20,verified against dated source entry,6,8
23,CE,1635,April,North America,GHC-APR-0133,social,"The first public school in the United States, Boston Latin School, is founded.",Boston Latin School founded,"April 23, 1635 CE",https://en.wikipedia.org/wiki/April_23,1635-04-23,Boston,"April 23, 1635",Wikipedia — April 23,exact,Education,United States,Gregorian,evidence-based partial coverage,,Boston Latin School,regional,secondary source; page cites references,20,verified against dated source entry,6,8
23,CE,1918,April,Europe,GHC-APR-0134,military,"During World War I, the British Royal Navy raids the Belgian port of Bruges-Zeebrugge in an attempt to neutralise it.",Zeebrugge raid,"April 23, 1918 CE",https://en.wikipedia.org/wiki/April_23,1918-04-23,Zeebrugge,"April 23, 1918",Wikipedia — April 23,exact,World War I,Belgium,Gregorian,evidence-based partial coverage,,British Royal Navy,regional,secondary source; page cites references,20,verified against dated source entry,6,8
23,CE,1920,April,Middle East,GHC-APR-0135,political,"The Grand National Assembly of Turkey is founded in Ankara, denounces Sultan Mehmed VI's government, and announces preparation of a temporary constitution.",Turkish Grand National Assembly founded,"April 23, 1920 CE",https://en.wikipedia.org/wiki/April_23,1920-04-23,Ankara,"April 23, 1920",Wikipedia — April 23,exact,National assembly,Turkey,Gregorian,evidence-based partial coverage,Mehmed VI,Grand National Assembly of Turkey,regional,secondary source; page cites references,20,verified against dated source entry,6,8
23,CE,1967,April,Europe,GHC-APR-0136,science_technology,"The Soviet space program launches Soyuz 1, a crewed spaceflight carrying cosmonaut Colonel Vladimir Komarov into orbit.",Soyuz 1 launched,"April 23, 1967 CE",https://en.wikipedia.org/wiki/April_23,1967-04-23,,"April 23, 1967",Wikipedia — April 23,exact,Spaceflight,Russia,Gregorian,evidence-based partial coverage,Vladimir Komarov,Soviet space program,regional,secondary source; page cites references,20,verified against dated source entry,6,8
23,CE,2005,April,North America,GHC-APR-0137,science_technology,"The first YouTube video, titled ""Me at the zoo,"" is published by co-founder Jawed Karim.",First YouTube video published,"April 23, 2005 CE",https://en.wikipedia.org/wiki/April_23,2005-04-23,,"April 23, 2005",Wikipedia — April 23,exact,Online video,United States,Gregorian,evidence-based partial coverage,Jawed Karim,YouTube,regional,secondary source; page cites references,20,verified against dated source entry,6,8
24,CE,1547,April,Europe,GHC-APR-0138,military,"Duke of Alba, commanding Spanish-Imperial forces of Charles I of Spain, defeats the troops of Schmalkaldic League.",Battle of Mühlberg,"April 24, 1547 CE",https://en.wikipedia.org/wiki/April_24,1547-04-24,Mühlberg,"April 24, 1547",Wikipedia — April 24,exact,battle,Germany,Gregorian,evidence-based partial coverage,Duke of Alba; Charles I of Spain,Schmalkaldic League,regional,secondary source; page cites references,20,verified against dated source entry,6,8
24,CE,1800,April,North America,GHC-APR-0139,cultural,"The United States Library of Congress is established when President John Adams signs legislation to appropriate $5,000 to purchase books for Congress.",Library of Congress established,"April 24, 1800 CE",https://en.wikipedia.org/wiki/April_24,1800-04-24,"Washington, D.C.","April 24, 1800",Wikipedia — April 24,exact,institutional founding,United States,Gregorian,evidence-based partial coverage,John Adams,Library of Congress,regional,secondary source; page cites references,20,verified against dated source entry,6,8
24,CE,1915,April,Middle East,GHC-APR-0140,social,The arrest of 250 Armenian intellectuals and community leaders in Istanbul marks the beginning of the Armenian genocide.,Armenian intellectuals arrested,"April 24, 1915 CE",https://en.wikipedia.org/wiki/April_24,1915-04-24,Istanbul,"April 24, 1915",Wikipedia — April 24,exact,persecution,Turkey,Gregorian,evidence-based partial coverage,Armenian intellectuals and community leaders,,regional,secondary source; page cites references,20,verified against dated source entry,6,8
24,CE,1916,April,Europe,GHC-APR-0141,political,Irish rebels led by Patrick Pearse and James Connolly launch an uprising in Dublin against British rule and proclaim an Irish Republic.,Easter Rising begins,"April 24, 1916 CE",https://en.wikipedia.org/wiki/April_24,1916-04-24,Dublin,"April 24, 1916",Wikipedia — April 24,exact,uprising,Ireland,Gregorian,evidence-based partial coverage,Patrick Pearse; James Connolly,Irish Republic,regional,secondary source; page cites references,20,verified against dated source entry,6,8
24,CE,1955,April,Asia,GHC-APR-0142,political,"Twenty-nine non-aligned nations of Asia and Africa finish a meeting that condemns colonialism, racism, and the Cold War.",Bandung Conference ends,"April 24, 1955 CE",https://en.wikipedia.org/wiki/April_24,1955-04-24,Bandung,"April 24, 1955",Wikipedia — April 24,exact,international conference,Indonesia,Gregorian,evidence-based partial coverage,,Bandung Conference,regional,secondary source; page cites references,20,verified against dated source entry,6,8
24,CE,1990,April,North America,GHC-APR-0143,science_technology,STS-31 launches the Hubble Space Telescope from the Space Shuttle Discovery.,Hubble Space Telescope launched,"April 24, 1990 CE",https://en.wikipedia.org/wiki/April_24,1990-04-24,,"April 24, 1990",Wikipedia — April 24,exact,space exploration,United States,Gregorian,evidence-based partial coverage,,Hubble Space Telescope,regional,secondary source; page cites references,20,verified against dated source entry,6,8
25,CE,1915,April,Middle East,GHC-APR-0144,military,"World War I began at Gallipoli with landings by British, French, Indian, Newfoundland, Australian and New Zealand troops at Anzac Cove and Cape Helles.",Gallipoli Landings,"April 25, 1915 CE",https://en.wikipedia.org/wiki/April_25,1915-04-25,Gallipoli,"April 25, 1915",Wikipedia — April 25,exact,World War I,Turkey,Gregorian,evidence-based partial coverage,,Ottoman Empire,regional,secondary source; page cites references,20,verified against dated source entry,6,8
25,CE,1945,April,Europe,GHC-APR-0145,military,"United States and Soviet reconnaissance troops met at Torgau and Strehla along the River Elbe, cutting the Wehrmacht of Nazi Germany in two.",Elbe Day,"April 25, 1945 CE",https://en.wikipedia.org/wiki/April_25,1945-04-25,Torgau,"April 25, 1945",Wikipedia — April 25,exact,World War II,Germany,Gregorian,evidence-based partial coverage,,Nazi Germany,regional,secondary source; page cites references,20,verified against dated source entry,6,8
25,CE,1953,April,Europe,GHC-APR-0146,science_technology,Francis Crick and James Watson published a paper describing the double helix structure of DNA.,DNA Double Helix Published,"April 25, 1953 CE",https://en.wikipedia.org/wiki/April_25,1953-04-25,,"April 25, 1953",Wikipedia — April 25,exact,Molecular biology,United Kingdom,Gregorian,evidence-based partial coverage,Francis Crick; James Watson,,regional,secondary source; page cites references,20,verified against dated source entry,6,8
25,CE,1954,April,North America,GHC-APR-0147,science_technology,Bell Telephone Laboratories publicly demonstrated the first practical solar cell.,Practical Solar Cell Demonstrated,"April 25, 1954 CE",https://en.wikipedia.org/wiki/April_25,1954-04-25,,"April 25, 1954",Wikipedia — April 25,exact,Solar energy,United States,Gregorian,evidence-based partial coverage,,Bell Telephone Laboratories,regional,secondary source; page cites references,20,verified against dated source entry,6,8
25,CE,1974,April,Europe,GHC-APR-0148,political,A leftist military coup in Portugal overthrew the authoritarian-conservative Estado Novo regime.,Carnation Revolution,"April 25, 1974 CE",https://en.wikipedia.org/wiki/April_25,1974-04-25,Lisbon,"April 25, 1974",Wikipedia — April 25,exact,Revolution,Portugal,Gregorian,evidence-based partial coverage,,Estado Novo,regional,secondary source; page cites references,20,verified against dated source entry,6,8
25,CE,2005,April,Asia,GHC-APR-0149,disaster,"A seven-car commuter train derailed and crashed into an apartment building near Amagasaki Station in Japan, killing 107 people including the driver.",Amagasaki Train Disaster,"April 25, 2005 CE",https://en.wikipedia.org/wiki/April_25,2005-04-25,Amagasaki,"April 25, 2005",Wikipedia — April 25,exact,Rail accident,Japan,Gregorian,evidence-based partial coverage,,,regional,secondary source; page cites references,20,verified against dated source entry,6,8
26,CE,1289,April,Middle East,GHC-APR-0150,military,"Following weeks of bombardment, the city of Tripoli falls to the Mamluks under Qalawun, who massacre men and enslave women and children.",Fall of Tripoli,"April 26, 1289 CE",https://en.wikipedia.org/wiki/April_26,1289-04-26,Tripoli,"April 26, 1289",Wikipedia — April 26,exact,Mamluk conquest,Lebanon,Gregorian,evidence-based partial coverage,Qalawun,Mamluk Sultanate,regional,secondary source; page cites references,20,verified against dated source entry,6,8
26,CE,1607,April,North America,GHC-APR-0151,exploration,Virginia Company colonists make landfall at Cape Henry.,Virginia Company Landfall,"April 26, 1607 CE",https://en.wikipedia.org/wiki/April_26,1607-04-26,Cape Henry,"April 26, 1607",Wikipedia — April 26,exact,English colonization,United States,Gregorian,evidence-based partial coverage,,Virginia Company,regional,secondary source; page cites references,20,verified against dated source entry,6,8
26,CE,1803,April,Europe,GHC-APR-0152,science_technology,"Thousands of meteor fragments fall from the skies of L'Aigle, France, convincing European scientists that meteors exist.",L'Aigle Meteorite Fall,"April 26, 1803 CE",https://en.wikipedia.org/wiki/April_26,1803-04-26,L'Aigle,"April 26, 1803",Wikipedia — April 26,exact,Meteoritics,France,Gregorian,evidence-based partial coverage,,,regional,secondary source; page cites references,20,verified against dated source entry,6,8
26,CE,1937,April,Europe,GHC-APR-0153,military,"During the Spanish Civil War, Guernica is bombed by the German Condor Legion and the Italian Aviazione Legionaria.",Bombing of Guernica,"April 26, 1937 CE",https://en.wikipedia.org/wiki/April_26,1937-04-26,Guernica,"April 26, 1937",Wikipedia — April 26,exact,Spanish Civil War,Spain,Gregorian,evidence-based partial coverage,,German Condor Legion; Italian Aviazione Legionaria,regional,secondary source; page cites references,20,verified against dated source entry,6,8
26,CE,1954,April,Europe,GHC-APR-0154,political,"The Geneva Conference, an effort to restore peace in Indochina and Korea, begins.",Geneva Conference Begins,"April 26, 1954 CE",https://en.wikipedia.org/wiki/April_26,1954-04-26,Geneva,"April 26, 1954",Wikipedia — April 26,exact,International diplomacy,Switzerland,Gregorian,evidence-based partial coverage,,Geneva Conference,regional,secondary source; page cites references,20,verified against dated source entry,6,8
26,CE,1986,April,Europe,GHC-APR-0155,disaster,The Chernobyl disaster occurs in the Ukrainian Soviet Socialist Republic.,Chernobyl Disaster,"April 26, 1986 CE",https://en.wikipedia.org/wiki/April_26,1986-04-26,Chernobyl,"April 26, 1986",Wikipedia — April 26,exact,Nuclear accident,Ukraine,Gregorian,evidence-based partial coverage,,Chernobyl Nuclear Power Plant,global,secondary source; page cites references,20,verified against dated source entry,6,9
27,CE,711,April,Europe,GHC-APR-0156,military,Moorish troops led by Tariq ibn Ziyad landed at Gibraltar to begin the invasion of the Iberian Peninsula.,Islamic conquest of Hispania begins,"April 27, 711 CE",https://en.wikipedia.org/wiki/April_27,0711-04-27,Gibraltar,"April 27, 711",Wikipedia — April 27,exact,Conquest,Spain,Gregorian,evidence-based partial coverage,Tariq ibn Ziyad,Al-Andalus,regional,secondary source; page cites references,20,verified against dated source entry,6,8
27,CE,1521,April,Asia,GHC-APR-0157,military,Ferdinand Magellan was killed by forces led by the Philippine chief Lapulapu at the Battle of Mactan.,Battle of Mactan,"April 27, 1521 CE",https://en.wikipedia.org/wiki/April_27,1521-04-27,Mactan,"April 27, 1521",Wikipedia — April 27,exact,Colonial conflict,Philippines,Gregorian,evidence-based partial coverage,Ferdinand Magellan; Lapulapu,Mactan,regional,secondary source; page cites references,20,verified against dated source entry,6,8
27,CE,1805,April,Africa,GHC-APR-0158,military,United States Marines and Berbers attacked the Tripolitan city of Derna during the First Barbary War.,Battle of Derna,"April 27, 1805 CE",https://en.wikipedia.org/wiki/April_27,1805-04-27,Derna,"April 27, 1805",Wikipedia — April 27,exact,First Barbary War,Libya,Gregorian,evidence-based partial coverage,,Tripolitania,regional,secondary source; page cites references,20,verified against dated source entry,6,8
27,CE,1978,April,Asia,GHC-APR-0159,political,The Saur Revolution began in Afghanistan and ended the following morning with the murder of President Mohammed Daoud Khan and the establishment of the Democratic Republic of Afghanistan.,Saur Revolution,"April 27, 1978 CE",https://en.wikipedia.org/wiki/April_27,1978-04-27,Kabul,"April 27, 1978",Wikipedia — April 27,exact,Revolution,Afghanistan,Gregorian,evidence-based partial coverage,Mohammed Daoud Khan,Democratic Republic of Afghanistan,regional,secondary source; page cites references,20,verified against dated source entry,6,8
27,CE,1986,April,Europe,GHC-APR-0160,disaster,The city of Pripyat and surrounding areas were evacuated due to the Chernobyl disaster.,Pripyat evacuation,"April 27, 1986 CE",https://en.wikipedia.org/wiki/April_27,1986-04-27,Pripyat,"April 27, 1986",Wikipedia — April 27,exact,Nuclear disaster,Ukraine,Gregorian,evidence-based partial coverage,,Chernobyl disaster,regional,secondary source; page cites references,20,verified against dated source entry,6,8
27,CE,1994,April,Africa,GHC-APR-0161,political,"South Africa held its first democratic general election in which black citizens could vote, marking the end of Apartheid as the Interim Constitution came into force.",South African democratic election,"April 27, 1994 CE",https://en.wikipedia.org/wiki/April_27,1994-04-27,,"April 27, 1994",Wikipedia — April 27,exact,Democratization,South Africa,Gregorian,evidence-based partial coverage,,South African general election,regional,secondary source; page cites references,20,verified against dated source entry,6,8
28,CE,224,April,Middle East,GHC-APR-0162,military,"Ardashir I defeated and killed Artabanus V, effectively ending the Parthian Empire.",Battle of Hormozdgan,"April 28, 224 CE",https://en.wikipedia.org/wiki/April_28,0224-04-28,Hormozdgan,"April 28, 224",Wikipedia — April 28,exact,imperial transition,Iran,Gregorian,evidence-based partial coverage,Ardashir I; Artabanus V,Parthian Empire,regional,secondary source; page cites references,20,verified against dated source entry,6,8
28,CE,1503,April,Europe,GHC-APR-0163,military,The Battle of Cerignola was fought and was noted as one of the first European battles won by small-arms fire using gunpowder.,Battle of Cerignola,"April 28, 1503 CE",https://en.wikipedia.org/wiki/April_28,1503-04-28,Cerignola,"April 28, 1503",Wikipedia — April 28,exact,gunpowder warfare,Italy,Gregorian,evidence-based partial coverage,,,regional,secondary source; page cites references,20,verified against dated source entry,6,8
28,CE,1788,April,North America,GHC-APR-0164,political,Maryland became the seventh state to ratify the United States Constitution.,Maryland Ratifies the Constitution,"April 28, 1788 CE",https://en.wikipedia.org/wiki/April_28,1788-04-28,Maryland,"April 28, 1788",Wikipedia — April 28,exact,constitutional ratification,United States,Gregorian,evidence-based partial coverage,,United States Constitution,regional,secondary source; page cites references,20,verified against dated source entry,6,8
28,CE,1792,April,Europe,GHC-APR-0165,military,"France invaded the Austrian Netherlands, beginning the French Revolutionary Wars.",French Invasion of the Austrian Netherlands,"April 28, 1792 CE",https://en.wikipedia.org/wiki/April_28,1792-04-28,,"April 28, 1792",Wikipedia — April 28,exact,French Revolutionary Wars,Belgium,Gregorian,evidence-based partial coverage,,France; Austrian Netherlands,regional,secondary source; page cites references,20,verified against dated source entry,6,8
28,CE,1937,April,North America,GHC-APR-0166,science_technology,South African medical researcher Max Theiler developed the yellow fever vaccine at the Rockefeller Foundation in New York City.,Yellow Fever Vaccine Developed,"April 28, 1937 CE",https://en.wikipedia.org/wiki/April_28,1937-04-28,New York City,"April 28, 1937",Wikipedia — April 28,exact,medical science,United States,Gregorian,evidence-based partial coverage,Max Theiler,Rockefeller Foundation,regional,secondary source; page cites references,20,verified against dated source entry,6,8
28,CE,1986,April,Europe,GHC-APR-0167,disaster,"High levels of radiation resulting from the Chernobyl disaster were detected at Forsmark Nuclear Power Plant in Sweden, leading Soviet authorities to publicly announce the accident.",Chernobyl Radiation Detected at Forsmark,"April 28, 1986 CE",https://en.wikipedia.org/wiki/April_28,1986-04-28,Forsmark,"April 28, 1986",Wikipedia — April 28,exact,nuclear accident,Sweden,Gregorian,evidence-based partial coverage,,Chernobyl disaster; Forsmark Nuclear Power Plant,global,secondary source; page cites references,20,verified against dated source entry,6,9
29,CE,1429,April,Europe,GHC-APR-0168,military,Joan of Arc arrives to relieve the Siege of Orléans.,Joan of Arc reaches Orléans,"April 29, 1429 CE",https://en.wikipedia.org/wiki/April_29,1429-04-29,Orléans,"April 29, 1429",Wikipedia — April 29,exact,Siege,France,Gregorian,evidence-based partial coverage,Joan of Arc,Kingdom of France,regional,secondary source; page cites references,20,verified against dated source entry,6,8
29,CE,1770,April,Oceania,GHC-APR-0169,exploration,"James Cook arrives in Australia at Botany Bay, which he names.",Cook arrives at Botany Bay,"April 29, 1770 CE",https://en.wikipedia.org/wiki/April_29,1770-04-29,Botany Bay,"April 29, 1770",Wikipedia — April 29,exact,European exploration,Australia,Gregorian,evidence-based partial coverage,James Cook,Kingdom of Great Britain,regional,secondary source; page cites references,20,verified against dated source entry,6,8
29,CE,1862,April,North America,GHC-APR-0170,military,Union forces under David Farragut capture New Orleans during the American Civil War.,Capture of New Orleans,"April 29, 1862 CE",https://en.wikipedia.org/wiki/April_29,1862-04-29,New Orleans,"April 29, 1862",Wikipedia — April 29,exact,American Civil War,United States,Gregorian,evidence-based partial coverage,David Farragut,United States,regional,secondary source; page cites references,20,verified against dated source entry,6,8
29,CE,1916,April,Middle East,GHC-APR-0171,military,The UK's 6th Indian Division surrenders to Ottoman forces at the Siege of Kut in one of the largest surrenders of British forces up to that point.,Siege of Kut surrender,"April 29, 1916 CE",https://en.wikipedia.org/wiki/April_29,1916-04-29,Kut,"April 29, 1916",Wikipedia — April 29,exact,World War I,Iraq,Gregorian,evidence-based partial coverage,,Ottoman Empire; United Kingdom,regional,secondary source; page cites references,20,verified against dated source entry,6,8
29,CE,1991,April,Asia,GHC-APR-0172,disaster,"A cyclone strikes southeastern Bangladesh with winds of around 155 miles per hour, killing at least 138,000 people and leaving as many as ten million homeless.",Bangladesh cyclone,"April 29, 1991 CE",https://en.wikipedia.org/wiki/April_29,1991-04-29,Chittagong,"April 29, 1991",Wikipedia — April 29,exact,Tropical cyclone,Bangladesh,Gregorian,evidence-based partial coverage,,,regional,secondary source; page cites references,20,verified against dated source entry,6,8
29,CE,1997,April,Global,GHC-APR-0173,political,"The Chemical Weapons Convention of 1993 enters into force, outlawing the production, stockpiling and use of chemical weapons by its signatories.",Chemical Weapons Convention enters into force,"April 29, 1997 CE",https://en.wikipedia.org/wiki/April_29,1997-04-29,,"April 29, 1997",Wikipedia — April 29,exact,International treaty,,Gregorian,evidence-based partial coverage,,Chemical Weapons Convention,global,secondary source; page cites references,20,verified against dated source entry,6,9
30,CE,1492,April,Europe,GHC-APR-0174,exploration,"Spain commissions Christopher Columbus as admiral of the ocean sea, viceroy, and governor of territories he discovers.",Columbus receives exploration commission,"April 30, 1492 CE",https://en.wikipedia.org/wiki/April_30,1492-04-30,,"April 30, 1492",Wikipedia — April 30,exact,Exploration commission,Spain,Gregorian,evidence-based partial coverage,Christopher Columbus,Spain,regional,secondary source; page cites references,20,verified against dated source entry,6,8
30,CE,1598,April,Europe,GHC-APR-0175,political,"Henry IV of France issues the Edict of Nantes, allowing freedom of religion to the Huguenots.",Edict of Nantes,"April 30, 1598 CE",https://en.wikipedia.org/wiki/April_30,1598-04-30,,"April 30, 1598",Wikipedia — April 30,exact,Religious toleration,France,Gregorian,evidence-based partial coverage,Henry IV; Huguenots,Kingdom of France,regional,secondary source; page cites references,20,verified against dated source entry,6,8
30,CE,1789,April,North America,GHC-APR-0176,political,George Washington takes the oath of office at Federal Hall in New York City to become the first President of the United States.,Washington takes presidential oath,"April 30, 1789 CE",https://en.wikipedia.org/wiki/April_30,1789-04-30,New York City,"April 30, 1789",Wikipedia — April 30,exact,Presidential inauguration,United States,Gregorian,evidence-based partial coverage,George Washington,United States,regional,secondary source; page cites references,20,verified against dated source entry,6,8
30,CE,1803,April,North America,GHC-APR-0177,political,"The United States purchases the Louisiana Territory from France for $15 million, more than doubling the size of the young nation.",Louisiana Purchase,"April 30, 1803 CE",https://en.wikipedia.org/wiki/April_30,1803-04-30,,"April 30, 1803",Wikipedia — April 30,exact,Territorial acquisition,United States; France,Gregorian,evidence-based partial coverage,,United States; France,regional,secondary source; page cites references,20,verified against dated source entry,6,8
30,CE,1897,April,Europe,GHC-APR-0178,science_technology,J. J. Thomson announces at the Royal Institution in London his discovery of the electron as a subatomic particle.,Discovery of the electron,"April 30, 1897 CE",https://en.wikipedia.org/wiki/April_30,1897-04-30,London,"April 30, 1897",Wikipedia — April 30,exact,Particle physics,United Kingdom,Gregorian,evidence-based partial coverage,J. J. Thomson,Cavendish Laboratory,regional,secondary source; page cites references,20,verified against dated source entry,6,8
30,CE,1975,April,Asia,GHC-APR-0179,military,"Communist forces gain control of Saigon, and South Vietnamese president Dương Văn Minh unconditionally surrenders, formally ending the Vietnam War.",Fall of Saigon,"April 30, 1975 CE",https://en.wikipedia.org/wiki/April_30,1975-04-30,Saigon,"April 30, 1975",Wikipedia — April 30,exact,War conclusion,Vietnam,Gregorian,evidence-based partial coverage,Dương Văn Minh,South Vietnam; Communist forces,regional,secondary source; page cites references,20,verified against dated source entry,6,8
