Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,City location,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
14,CE,1979,November,,North America; Middle East,GHC-NOV-14-18,Economic,"US President Jimmy Carter issues Executive Order 12170, freezing all Iranian assets in the United States in response to the hostage crisis.",United States freezes Iranian assets,14 November 1979 CE,https://en.wikipedia.org/wiki/November_14,November 14,"Washington, D.C.",,Wikipedia — November date page,Exact,Sanctions and executive action,United States; Iran,Gregorian (modern date listing),Target met,Jimmy Carter,United States government,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
14,CE,1982,November,,Europe,GHC-NOV-14-19,Political,"Lech Wałęsa, the leader of Poland's outlawed Solidarity movement, is released after eleven months of internment near the Soviet border.",Lech Wałęsa released from internment,14 November 1982 CE,https://en.wikipedia.org/wiki/November_14,November 14,,,Wikipedia — November date page,Exact,Anti-communist opposition,Poland,Gregorian (modern date listing),Target met,Lech Wałęsa,Solidarity,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
14,CE,1990,November,,Europe,GHC-NOV-14-20,Political,"After German reunification, the Federal Republic of Germany and Poland sign a treaty confirming the Oder–Neisse line as the border between Germany and Poland.",Germany–Poland border treaty signed,14 November 1990 CE,https://en.wikipedia.org/wiki/November_14,November 14,,,Wikipedia — November date page,Exact,International borders,Germany; Poland,Gregorian (modern date listing),Target met,,Federal Republic of Germany; Republic of Poland,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1777,November,,North America,GHC-NOV-15-01,Political,American Revolutionary War: After 16 months of debate the Continental Congress approves the Articles of Confederation.,Continental Congress approves the Articles of Confederation,15 November 1777 CE,https://en.wikipedia.org/wiki/November_15,November 15,Philadelphia,,Wikipedia — November date page,Exact,Constitutional law,United States,Gregorian (modern date listing),Target met,,Continental Congress,National,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1864,November,,North America,GHC-NOV-15-02,Military,American Civil War: Union General William Tecumseh Sherman begins his March to the Sea through Georgia towards the city of Savannah. [5],Sherman’s March to the Sea begins,15 November 1864 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,Civil War campaign,United States,Gregorian (modern date listing),Target met,William Tecumseh Sherman,Union Army,National,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1884,November,The conference concluded on 26 February 1885.,Europe; Africa,GHC-NOV-15-03,Political,"The Berlin Conference of 1884–1885 met on 15 November 1884, and after an adjournment concluded on 26 February 1885, with the signature of a General Act, regulating the European colonisation and trade in Africa during the New Imperialism period. [6]",Berlin Conference opens,15 November 1884 CE,https://en.wikipedia.org/wiki/November_15,November 15,Berlin,,Wikipedia — November date page,Exact,Imperial diplomacy,Germany,Gregorian (modern date listing),Target met,,Berlin Conference,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1889,November,,South America,GHC-NOV-15-04,Political,Brazil is declared a republic by Marshal Deodoro da Fonseca as Emperor Pedro II is deposed in a military coup.,Brazil becomes a republic,15 November 1889 CE,https://en.wikipedia.org/wiki/November_15,November 15,Rio de Janeiro,,Wikipedia — November date page,Exact,Regime change,Brazil,Gregorian (modern date listing),Target met,Deodoro da Fonseca; Pedro II,Brazilian provisional government,National,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1917,November,,Northern Europe,GHC-NOV-15-05,Political,"Eduskunta declares itself the supreme state power of Finland, prompting its declaration of independence and secession from Russia. [8]",Finland’s parliament declares supreme state power,15 November 1917 CE,https://en.wikipedia.org/wiki/November_15,November 15,Helsinki,,Wikipedia — November date page,Exact,Independence movement,Finland; Russia,Gregorian (modern date listing),Target met,,Eduskunta,National,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1920,November,,Europe,GHC-NOV-15-06,Political,"The first assembly of the League of Nations is held in Geneva, Switzerland.",First assembly of the League of Nations,15 November 1920 CE,https://en.wikipedia.org/wiki/November_15,November 15,Geneva,,Wikipedia — November date page,Exact,International organization,Switzerland,Gregorian (modern date listing),Target met,,League of Nations,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1938,November,,Europe,GHC-NOV-15-07,Social,Nazi Germany bans Jewish children from public schools in the aftermath of Kristallnacht. [11],Nazi Germany bans Jewish children from public schools,15 November 1938 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,State persecution,Germany,Gregorian (modern date listing),Target met,,Nazi German government,National,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1942,November,,Oceania,GHC-NOV-15-08,Military,World War II: The Battle of Guadalcanal ends in a decisive Allied victory.,Battle of Guadalcanal ends,15 November 1942 CE,https://en.wikipedia.org/wiki/November_15,November 15,Guadalcanal,,Wikipedia — November date page,Exact,World War II campaign,Solomon Islands,Gregorian (modern date listing),Target met,,Allied forces,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1943,November,,Europe,GHC-NOV-15-09,Social,"The Holocaust: German SS leader Heinrich Himmler orders that Gypsies are to be put ""on the same level as Jews and placed in concentration camps"".",Himmler orders persecution of Roma,15 November 1943 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,Holocaust persecution,Germany,Gregorian (modern date listing),Target met,Heinrich Himmler,SS,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1966,November,,North America; Atlantic Ocean,GHC-NOV-15-10,Scientific,"Project Gemini: Gemini 12 completes the program's final mission, when it splashes down safely in the Atlantic Ocean.",Gemini 12 completes the Gemini program,15 November 1966 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,Human spaceflight,United States,Gregorian (modern date listing),Target met,,NASA,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
15,CE,1969,November,,North America,GHC-NOV-15-11,Social,"Vietnam War: In Washington, D.C., 250,000–500,000 protesters staged a peaceful demonstration against the war, including a symbolic ""March Against Death"".",Moratorium protest against the Vietnam War,15 November 1969 CE,https://en.wikipedia.org/wiki/November_15,November 15,"Washington, D.C.",,Wikipedia — November date page,Exact,Antiwar protest,United States,Gregorian (modern date listing),Target met,,Vietnam Moratorium movement,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
15,CE,1971,November,,North America,GHC-NOV-15-12,Scientific,"Intel releases the world's first commercial single-chip microprocessor, the 4004.",Intel releases the 4004 microprocessor,15 November 1971 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,Computer technology,United States,Gregorian (modern date listing),Target met,,Intel,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1985,November,,Western Europe,GHC-NOV-15-13,Political,The Anglo-Irish Agreement is signed at Hillsborough Castle by British Prime Minister Margaret Thatcher and Irish Taoiseach Garret FitzGerald.,Anglo-Irish Agreement is signed,15 November 1985 CE,https://en.wikipedia.org/wiki/November_15,November 15,Hillsborough,,Wikipedia — November date page,Exact,Peace and constitutional agreement,United Kingdom; Ireland,Gregorian (modern date listing),Target met,Margaret Thatcher; Garret FitzGerald,British government; Irish government,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1988,November,,Europe; Asia,GHC-NOV-15-14,Scientific,"In the Soviet Union, the uncrewed Shuttle Buran makes its only space flight.",Buran makes its first and only space flight,15 November 1988 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,Spaceflight,Soviet Union,Gregorian (modern date listing),Target met,,Soviet space program,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
15,CE,1988,November,,Middle East,GHC-NOV-15-15,Political,Israeli–Palestinian conflict: An independent State of Palestine is proclaimed by the Palestinian National Council.,State of Palestine is proclaimed,15 November 1988 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,Statehood declaration,Palestine,Gregorian (modern date listing),Target met,,Palestinian National Council,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,1994,November,,Southeast Asia,GHC-NOV-15-16,Disaster,"A magnitude 7.1 earthquake hits the central Philippine island of Mindoro, killing 78 people, injuring 430 and triggering a tsunami up to 8.5 m (28 ft) high. [18]",Mindoro earthquake and tsunami,15 November 1994 CE,https://en.wikipedia.org/wiki/November_15,November 15,Mindoro,,Wikipedia — November date page,Exact,Earthquake and tsunami,Philippines,Gregorian (modern date listing),Target met,,,National,Secondary reference chronology,20,Verified against cited chronology,20,4
15,CE,2000,November,,South Asia,GHC-NOV-15-17,Political,"Jharkhand officially becomes the 28th state of India, formed from eighteen districts of southern Bihar. [19]",Jharkhand becomes an Indian state,15 November 2000 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,Administrative reorganization,India,Gregorian (modern date listing),Target met,,Government of India,National,Secondary reference chronology,20,Verified against cited chronology,20,4
15,CE,2002,November,,East Asia,GHC-NOV-15-18,Political,Hu Jintao becomes General Secretary of the Chinese Communist Party and a new nine-member Politburo Standing Committee is inaugurated.,Hu Jintao becomes Chinese Communist Party general secretary,15 November 2002 CE,https://en.wikipedia.org/wiki/November_15,November 15,Beijing,,Wikipedia — November date page,Exact,Leadership transition,China,Gregorian (modern date listing),Target met,Hu Jintao,Chinese Communist Party,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
15,CE,2003,November,,Middle East,GHC-NOV-15-19,Military,"The first day of the 2003 Istanbul bombings, in which two car bombs, targeting two synagogues, explode, kill 25 people and wound 300 more.",Istanbul synagogue bombings begin,15 November 2003 CE,https://en.wikipedia.org/wiki/November_15,November 15,Istanbul,,Wikipedia — November date page,Exact,Terrorist attack,Turkey,Gregorian (modern date listing),Target met,,,National,Secondary reference chronology,20,Verified against cited chronology,20,4
15,CE,2007,November,,South Asia,GHC-NOV-15-20,Disaster,"Cyclone Sidr hits Bangladesh, killing an estimated 5,000 people and destroying parts of the world's largest mangrove forest, the Sundarbans.",Cyclone Sidr strikes Bangladesh,15 November 2007 CE,https://en.wikipedia.org/wiki/November_15,November 15,,,Wikipedia — November date page,Exact,Tropical cyclone,Bangladesh,Gregorian (modern date listing),Target met,,,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1532,November,,South America,GHC-NOV-16-01,Military,Francisco Pizarro and his men capture Inca Emperor Atahualpa at the Battle of Cajamarca.,Capture of Atahualpa at Cajamarca,16 November 1532 CE,https://en.wikipedia.org/wiki/November_16,November 16,Cajamarca,,Wikipedia — November date page,Exact,Conquest,Peru,Gregorian (modern date listing),Target met,Francisco Pizarro; Atahualpa,Inca Empire; Spanish Empire,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1632,November,,Europe,GHC-NOV-16-02,Military,King Gustavus Adolphus of Sweden was killed at the Battle of Lützen during the Thirty Years' War. [1],Death of Gustavus Adolphus at Lützen,16 November 1632 CE,https://en.wikipedia.org/wiki/November_16,November 16,Lützen,,Wikipedia — November date page,Exact,Thirty Years' War,Germany; Sweden,Gregorian (modern date listing),Target met,Gustavus Adolphus,Swedish Empire,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1776,November,,North America,GHC-NOV-16-03,Military,American Revolutionary War: British and Hessian units capture Fort Washington from the Patriots.,Capture of Fort Washington,16 November 1776 CE,https://en.wikipedia.org/wiki/November_16,November 16,New York City,,Wikipedia — November date page,Exact,American Revolutionary War,United States,Gregorian (modern date listing),Target met,,British Army; Continental Army,National,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1793,November,,Europe,GHC-NOV-16-04,Religious,French Revolution: Ninety dissident Roman Catholic priests are executed by drowning at Nantes.,Drowning executions at Nantes,16 November 1793 CE,https://en.wikipedia.org/wiki/November_16,November 16,Nantes,,Wikipedia — November date page,Exact,Persecution,France,Gregorian (modern date listing),Target met,,French Republic,National,Secondary reference chronology,20,Verified against cited chronology,20,4
16,CE,1828,November,,Europe,GHC-NOV-16-05,Political,"Greek War of Independence: The London Protocol entails the creation of an autonomous Greek state under Ottoman suzerainty, encompassing the Morea and the Cyclades.",London Protocol on Greek autonomy,16 November 1828 CE,https://en.wikipedia.org/wiki/November_16,November 16,London,,Wikipedia — November date page,Exact,Diplomacy,Greece; Turkey,Gregorian (modern date listing),Target met,,Great Britain; France; Russia; Ottoman Empire,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1849,November,,Europe,GHC-NOV-16-06,Political,A Russian court sentences writer Fyodor Dostoyevsky to death for anti-government activities linked to a radical intellectual group; his sentence is later commuted to hard labor.,Dostoyevsky sentenced to death,16 November 1849 CE,https://en.wikipedia.org/wiki/November_16,November 16,,,Wikipedia — November date page,Exact,Political repression,Russia,Gregorian (modern date listing),Target met,Fyodor Dostoyevsky,Russian Empire,National,Secondary reference chronology,20,Verified against cited chronology,20,4
16,CE,1855,November,,Africa,GHC-NOV-16-07,Exploration,David Livingstone becomes the first European to see the Victoria Falls in what is now Zambia- Zimbabwe.,European sighting of Victoria Falls,16 November 1855 CE,https://en.wikipedia.org/wiki/November_16,November 16,Victoria Falls,,Wikipedia — November date page,Exact,European exploration,Zambia; Zimbabwe,Gregorian (modern date listing),Target met,David Livingstone,British Empire,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
16,CE,1885,November,,North America,GHC-NOV-16-08,Political,"Canadian rebel leader of the Métis and ""Father of Manitoba"" Louis Riel is executed for treason.",Execution of Louis Riel,16 November 1885 CE,https://en.wikipedia.org/wiki/November_16,November 16,,,Wikipedia — November date page,Exact,Indigenous politics,Canada,Gregorian (modern date listing),Target met,Louis Riel,Canadian government; Métis people,National,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1904,November,,Europe,GHC-NOV-16-09,Scientific,English engineer John Ambrose Fleming receives a patent for the thermionic valve (vacuum tube).,Patent for the thermionic valve,16 November 1904 CE,https://en.wikipedia.org/wiki/November_16,November 16,,,Wikipedia — November date page,Exact,Electrical engineering,United Kingdom,Gregorian (modern date listing),Target met,John Ambrose Fleming,British patent system,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1907,November,,North America,GHC-NOV-16-10,Political,"Indian Territory and Oklahoma Territory join to form Oklahoma, which is admitted as the 46th U.S. state.",Admission of Oklahoma to the United States,16 November 1907 CE,https://en.wikipedia.org/wiki/November_16,November 16,Oklahoma,,Wikipedia — November date page,Exact,Statehood,United States,Gregorian (modern date listing),Target met,,United States,National,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1914,November,,North America,GHC-NOV-16-11,Economic,The Federal Reserve Bank of the United States officially opens.,Opening of the Federal Reserve Banks,16 November 1914 CE,https://en.wikipedia.org/wiki/November_16,November 16,,,Wikipedia — November date page,Exact,Central banking,United States,Gregorian (modern date listing),Target met,,Federal Reserve System,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1933,November,,North America; Europe,GHC-NOV-16-12,Political,The United States and the Soviet Union establish formal diplomatic relations.,U.S.–Soviet diplomatic relations established,16 November 1933 CE,https://en.wikipedia.org/wiki/November_16,November 16,,,Wikipedia — November date page,Exact,International relations,United States; Russia,Gregorian (modern date listing),Target met,,United States; Soviet Union,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1938,November,,Europe,GHC-NOV-16-13,Scientific,LSD is first synthesized by Albert Hofmann from ergotamine at the Sandoz Laboratories in Basel. [3],First synthesis of LSD,16 November 1938 CE,https://en.wikipedia.org/wiki/November_16,November 16,Basel,,Wikipedia — November date page,Exact,Pharmacology,Switzerland,Gregorian (modern date listing),Target met,Albert Hofmann,Sandoz Laboratories,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1940,November,,Europe,GHC-NOV-16-14,Political,"The Holocaust: In occupied Poland, the Nazis close off the Warsaw Ghetto from the outside world.",Warsaw Ghetto sealed,16 November 1940 CE,https://en.wikipedia.org/wiki/November_16,November 16,Warsaw,,Wikipedia — November date page,Exact,Holocaust persecution,Poland,Gregorian (modern date listing),Target met,,Nazi Germany; Warsaw Jewish community,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1945,November,,Europe,GHC-NOV-16-15,Political,UNESCO is founded. [5],UNESCO founded,16 November 1945 CE,https://en.wikipedia.org/wiki/November_16,November 16,London,,Wikipedia — November date page,Exact,International organization,United Kingdom,Gregorian (modern date listing),Target met,,UNESCO; United Nations,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1965,November,,Europe,GHC-NOV-16-16,Scientific,"Venera program: The Soviet Union launches the Venera 3 space probe toward Venus, which will be the first spacecraft to reach the surface of another planet.",Launch of Venera 3,16 November 1965 CE,https://en.wikipedia.org/wiki/November_16,November 16,,,Wikipedia — November date page,Exact,Space exploration,Russia,Gregorian (modern date listing),Target met,,Soviet space program,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1974,November,,Caribbean,GHC-NOV-16-17,Scientific,The Arecibo message is broadcast from Puerto Rico.,Arecibo message broadcast,16 November 1974 CE,https://en.wikipedia.org/wiki/November_16,November 16,Arecibo,,Wikipedia — November date page,Exact,Search for extraterrestrial intelligence,United States,Gregorian (modern date listing),Target met,,Arecibo Observatory,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
16,CE,1988,November,,Europe,GHC-NOV-16-18,Political,"The Supreme Soviet of the Estonian Soviet Socialist Republic declares that Estonia is ""sovereign"" but stops short of declaring independence.",Estonian sovereignty declaration,16 November 1988 CE,https://en.wikipedia.org/wiki/November_16,November 16,Tallinn,,Wikipedia — November date page,Exact,National sovereignty,Estonia,Gregorian (modern date listing),Target met,,Estonian Soviet Socialist Republic,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,1988,November,,South Asia,GHC-NOV-16-19,Political,"In the first open election in more than a decade, voters in Pakistan elect populist candidate Benazir Bhutto to be Prime Minister of Pakistan.",Election of Benazir Bhutto,16 November 1988 CE,https://en.wikipedia.org/wiki/November_16,November 16,,,Wikipedia — November date page,Exact,Democratic transition,Pakistan,Gregorian (modern date listing),Target met,Benazir Bhutto,Government of Pakistan; Pakistan Peoples Party,National,Secondary reference chronology,20,Verified against cited chronology,20,5
16,CE,2002,November,,East Asia,GHC-NOV-16-20,Disaster,"The first cases of the 2002–2004 SARS outbreak are traced to Foshan, Guangdong Province, China. [13]",First traced SARS cases,16 November 2002 CE,https://en.wikipedia.org/wiki/November_16,November 16,Foshan,,Wikipedia — November date page,Exact,Public-health outbreak,China,Gregorian (modern date listing),Target met,,Chinese public-health authorities,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1558,November,,Europe,GHC-NOV-17-01,Political,Elizabethan era begins: Queen Mary I of England dies and is succeeded by her half-sister Elizabeth I.,Elizabeth I succeeds Mary I,17 November 1558 CE,https://en.wikipedia.org/wiki/November_17,November 17,London,,Wikipedia — November date page,Exact,Royal succession,United Kingdom,Gregorian (modern date listing),Target met,Mary I; Elizabeth I,Kingdom of England,National,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1777,November,,North America,GHC-NOV-17-02,Political,Articles of Confederation (United States) are submitted to the states for ratification.,Articles of Confederation submitted for ratification,17 November 1777 CE,https://en.wikipedia.org/wiki/November_17,November 17,,,Wikipedia — November date page,Exact,Constitutional history,United States,Gregorian (modern date listing),Target met,,Continental Congress,National,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1796,November,,Europe,GHC-NOV-17-03,Military,French Revolutionary Wars: Battle of the Bridge of Arcole: French forces defeat the Austrians in Italy.,Battle of the Bridge of Arcole,17 November 1796 CE,https://en.wikipedia.org/wiki/November_17,November 17,Arcole,,Wikipedia — November date page,Exact,Battle,Italy,Gregorian (modern date listing),Target met,Napoleon Bonaparte,French First Republic; Habsburg monarchy,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,1800,November,,North America,GHC-NOV-17-04,Political,"The United States Congress holds its first session in Washington, D.C.",First U.S. Congress session in Washington,17 November 1800 CE,https://en.wikipedia.org/wiki/November_17,November 17,"Washington, D.C.",,Wikipedia — November date page,Exact,Government institution,United States,Gregorian (modern date listing),Target met,,United States Congress,National,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1820,November,,Antarctica,GHC-NOV-17-05,Exploration,Captain Nathaniel Palmer becomes the first American to see Antarctica. (The Palmer Peninsula is later named after him.),First American sighting of Antarctica,17 November 1820 CE,https://en.wikipedia.org/wiki/November_17,November 17,,,Wikipedia — November date page,Exact,Antarctic exploration,,Gregorian (modern date listing),Target met,Nathaniel Palmer,,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,1837,November,,South America; East Asia,GHC-NOV-17-06,Disaster,"An earthquake in Valdivia, south-central Chile, causes a tsunami that leads to significant destruction along Japan's coast. [7]",Valdivia earthquake and tsunami,17 November 1837 CE,https://en.wikipedia.org/wiki/November_17,November 17,Valdivia,,Wikipedia — November date page,Exact,Earthquake and tsunami,Chile; Japan,Gregorian (modern date listing),Target met,,,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,1869,November,,North Africa,GHC-NOV-17-07,Economic,"In Egypt, the Suez Canal, linking the Mediterranean Sea with the Red Sea, is inaugurated.",Suez Canal inaugurated,17 November 1869 CE,https://en.wikipedia.org/wiki/November_17,November 17,Port Said,,Wikipedia — November date page,Exact,Canal and infrastructure,Egypt,Gregorian (modern date listing),Target met,,Suez Canal Company,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1903,November,,Eastern Europe,GHC-NOV-17-08,Political,"The Russian Social Democratic Labour Party splits into two groups: The Bolsheviks (Russian for ""majority"") and Mensheviks (Russian for ""minority"").",Russian Social Democratic Labour Party split,17 November 1903 CE,https://en.wikipedia.org/wiki/November_17,November 17,,,Wikipedia — November date page,Exact,Political party split,Russia,Gregorian (modern date listing),Target met,,Russian Social Democratic Labour Party,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1939,November,,Central Europe,GHC-NOV-17-09,Social,"Nine Czech students are executed as a response to anti- Nazi demonstrations prompted by the death of Jan Opletal. All Czech universities are shut down and more than 1,200 students sent to concentration camps. Since this event, International Students' Day is celebrated in many countries, especially in the Czech Republic.",Nazi repression of Czech students,17 November 1939 CE,https://en.wikipedia.org/wiki/November_17,November 17,Prague,,Wikipedia — November date page,Exact,Political repression,Czech Republic,Gregorian (modern date listing),Target met,Jan Opletal,Nazi Germany,National,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1947,November,,North America,GHC-NOV-17-10,Scientific,"American scientists John Bardeen and Walter Houser Brattain observe the basic principles of the transistor, a key element for the electronics revolution of the 20th century.",Transistor principles observed,17 November 1947 CE,https://en.wikipedia.org/wiki/November_17,November 17,Murray Hill,,Wikipedia — November date page,Exact,Electronics,United States,Gregorian (modern date listing),Target met,John Bardeen; Walter Houser Brattain,Bell Telephone Laboratories,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1950,November,,East Asia,GHC-NOV-17-11,Religious,Lhamo Dondrub is officially named the 14th Dalai Lama.,Lhamo Dondrub named 14th Dalai Lama,17 November 1950 CE,https://en.wikipedia.org/wiki/November_17,November 17,,,Wikipedia — November date page,Exact,Religious succession,China,Gregorian (modern date listing),Target met,Lhamo Dondrub,Tibetan Buddhist religious establishment,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,1969,November,,Europe,GHC-NOV-17-12,Political,"Cold War: Negotiators from the Soviet Union and the United States meet in Helsinki, Finland to begin SALT I negotiations aimed at limiting the number of strategic weapons on both sides.",SALT I negotiations begin,17 November 1969 CE,https://en.wikipedia.org/wiki/November_17,November 17,Helsinki,,Wikipedia — November date page,Exact,Arms control diplomacy,Finland; Russia; United States,Gregorian (modern date listing),Target met,,Soviet Union; United States,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1970,November,,Space,GHC-NOV-17-13,Scientific,Luna programme: The Soviet Union lands Lunokhod 1 on Mare Imbrium (Sea of Rains) on the Moon. This is the first roving remote-controlled robot to land on another world and is released by the orbiting Luna 17 spacecraft.,Lunokhod 1 lands on the Moon,17 November 1970 CE,https://en.wikipedia.org/wiki/November_17,November 17,,,Wikipedia — November date page,Exact,Space exploration,Russia,Gregorian (modern date listing),Target met,,Soviet Union; Luna program,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1973,November,,Europe,GHC-NOV-17-14,Social,The Athens Polytechnic uprising against the military regime ends in a bloodshed in the Greek capital.,Athens Polytechnic uprising ends,17 November 1973 CE,https://en.wikipedia.org/wiki/November_17,November 17,Athens,,Wikipedia — November date page,Exact,Protest and repression,Greece,Gregorian (modern date listing),Target met,,Greek military junta,National,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,1989,November,,Central Europe,GHC-NOV-17-15,Political,"Cold War: Velvet Revolution begins: In Czechoslovakia, a student demonstration in Prague is quelled by riot police. This sparks an uprising aimed at overthrowing the communist government (it succeeds on December 29).",Velvet Revolution begins,17 November 1989 CE,https://en.wikipedia.org/wiki/November_17,November 17,Prague,,Wikipedia — November date page,Exact,Democratic revolution,Czech Republic; Slovakia,Gregorian (modern date listing),Target met,,Czechoslovak Socialist Republic,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
17,CE,1993,November,,North America,GHC-NOV-17-16,Economic,United States House of Representatives passes a resolution to establish the North American Free Trade Agreement.,U.S. House passes NAFTA resolution,17 November 1993 CE,https://en.wikipedia.org/wiki/November_17,November 17,"Washington, D.C.",,Wikipedia — November date page,Exact,International trade agreement,United States; Canada; Mexico,Gregorian (modern date listing),Target met,,United States House of Representatives; NAFTA,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,1993,November,,West Africa,GHC-NOV-17-17,Political,"In Nigeria, General Sani Abacha ousts the government of Ernest Shonekan in a military coup.",Sani Abacha seizes power in Nigeria,17 November 1993 CE,https://en.wikipedia.org/wiki/November_17,November 17,Abuja,,Wikipedia — November date page,Exact,Military coup,Nigeria,Gregorian (modern date listing),Target met,Sani Abacha; Ernest Shonekan,Nigerian military government,National,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,1997,November,,North Africa,GHC-NOV-17-18,Military,"In Luxor, Egypt, 62 people are killed by six Islamic militants outside the Temple of Hatshepsut, known as Luxor massacre.",Luxor massacre,17 November 1997 CE,https://en.wikipedia.org/wiki/November_17,November 17,Luxor,,Wikipedia — November date page,Exact,Terrorist attack,Egypt,Gregorian (modern date listing),Target met,,,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,2000,November,,South America,GHC-NOV-17-19,Political,Alberto Fujimori is removed from office as president of Peru.,Alberto Fujimori removed from office,17 November 2000 CE,https://en.wikipedia.org/wiki/November_17,November 17,Lima,,Wikipedia — November date page,Exact,Presidential removal,Peru,Gregorian (modern date listing),Target met,Alberto Fujimori,Government of Peru,National,Secondary reference chronology,20,Verified against cited chronology,20,4
17,CE,2000,November,,Central Europe,GHC-NOV-17-20,Disaster,"A catastrophic landslide in Log pod Mangartom, Slovenia, kills seven, and causes millions of SIT of damage. It is one of the worst catastrophes in Slovenia in the past 100 years.",Log pod Mangartom landslide,17 November 2000 CE,https://en.wikipedia.org/wiki/November_17,November 17,Log pod Mangartom,,Wikipedia — November date page,Exact,Landslide,Slovenia,Gregorian (modern date listing),Target met,,,National,Secondary reference chronology,20,Verified against cited chronology,20,3
