Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
16,CE,1716,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-16-14,event,"King Philip V of Spain promulgates the Nueva Planta decree of the Principality of Catalonia, abolishing the Catalan institutions and its legal system, being replaced by those of Castile, thus putting an end to Catalonia as separate state and becoming a province of the new French-style Kingdom of Spain.","King Philip V of Spain promulgates the Nueva Planta decree of the Principality of Catalonia, abolishing the Catalan institutions and its legal system, being replaced by those…",16 January 1716 CE,https://en.wikipedia.org/wiki/January_16,,01-16,Wikipedia — January 16,,exact day (secondary compilation),Political history and decolonization,Spain,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
16,CE,1605,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-16-15,event,"The first edition of El ingenioso hidalgo Don Quijote de la Mancha (Book One of Don Quixote) by Miguel de Cervantes is published in Madrid, Spain. The event is recorded in a dated historical chronology for this calendar day.","The first edition of El ingenioso hidalgo Don Quijote de la Mancha (Book One of Don Quixote) by Miguel de Cervantes is published in Madrid, Spain.",16 January 1605 CE,https://en.wikipedia.org/wiki/January_16,,01-16,Wikipedia — January 16,,exact day (secondary compilation),"Culture, education and religion",Spain,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
16,CE,2006,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Africa,JAN-16-16,event,Ellen Johnson Sirleaf is sworn in as Liberia's new president. She becomes Africa's first female elected head of state. The event is recorded in a dated historical chronology for this calendar day.,Ellen Johnson Sirleaf is sworn in as Liberia's new president. She becomes Africa's first female elected head of state.,16 January 2006 CE,https://en.wikipedia.org/wiki/January_16,,01-16,Wikipedia — January 16,,exact day (secondary compilation),Political history and decolonization,Liberia,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
16,CE,2002,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Middle East,JAN-16-17,event,"War in Afghanistan: The UN Security Council unanimously establishes an arms embargo and the freezing of assets of Osama bin Laden, al-Qaeda, and the remaining members of the Taliban. The event is recorded in a dated historical chronology for this calendar day.","War in Afghanistan: The UN Security Council unanimously establishes an arms embargo and the freezing of assets of Osama bin Laden, al-Qaeda, and the remaining members of the…",16 January 2002 CE,https://en.wikipedia.org/wiki/January_16,,01-16,Wikipedia — January 16,,exact day (secondary compilation),War and conflict,Afghanistan,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
16,CE,1572,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-16-18,event,"Thomas Howard, 4th Duke of Norfolk is tried and found guilty of treason for his part in the Ridolfi plot to restore Catholicism in England. The event is recorded in a dated historical chronology for this calendar day.","Thomas Howard, 4th Duke of Norfolk is tried and found guilty of treason for his part in the Ridolfi plot to restore Catholicism in England.",16 January 1572 CE,https://en.wikipedia.org/wiki/January_16,,01-16,Wikipedia — January 16,,exact day (secondary compilation),War and conflict,United Kingdom,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
16,CE,1275,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-16-19,event,"Edward I permits his mother Eleanor of Provence to expel the Jews from the towns Worcester, Marlborough, Cambridge and Gloucester. The event is recorded in a dated historical chronology for this calendar day.","Edward I permits his mother Eleanor of Provence to expel the Jews from the towns Worcester, Marlborough, Cambridge and Gloucester.",16 January 1275 CE,https://en.wikipedia.org/wiki/January_16,,01-16,Wikipedia — January 16,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
16,CE,1120,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-16-20,event,"Crusades: The Council of Nablus is held, establishing the earliest surviving written laws of the Crusader Kingdom of Jerusalem. The event is recorded in a dated historical chronology for this calendar day.","Crusades: The Council of Nablus is held, establishing the earliest surviving written laws of the Crusader Kingdom of Jerusalem.",16 January 1120 CE,https://en.wikipedia.org/wiki/January_16,,01-16,Wikipedia — January 16,,exact day (secondary compilation),Political history and decolonization,,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
17,CE,1852,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Africa,JAN-17-01,event,The United Kingdom signs the Sand River Convention with the South African Republic. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,The United Kingdom signs the Sand River Convention with the South African Republic.,17 January 1852 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),Political history and decolonization,South Africa,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
17,CE,1992,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-17-02,event,"During a visit to South Korea, Japanese Prime Minister Kiichi Miyazawa apologizes for forcing Korean women into sexual slavery during World War II. The event is recorded in a dated historical chronology for this calendar day.","During a visit to South Korea, Japanese Prime Minister Kiichi Miyazawa apologizes for forcing Korean women into sexual slavery during World War II.",17 January 1992 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,Japan,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,9
17,CE,1915,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Middle East,JAN-17-03,event,Russia defeats Ottoman Turkey in the Battle of Sarikamish during the Caucasus Campaign of World War I. The event is recorded in a dated historical chronology for this calendar day.,Russia defeats Ottoman Turkey in the Battle of Sarikamish during the Caucasus Campaign of World War I.,17 January 1915 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,Turkey,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,10
17,CE,1781,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-17-04,event,American Revolutionary War: Battle of Cowpens: Continental troops under Brigadier General Daniel Morgan defeat British forces under Lieutenant Colonel Banastre Tarleton at the battle in South Carolina. The event is recorded in a dated historical chronology for this calendar day.,American Revolutionary War: Battle of Cowpens: Continental troops under Brigadier General Daniel Morgan defeat British forces under Lieutenant Colonel Banastre Tarleton at the…,17 January 1781 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,10
17,CE,1524,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Oceania,JAN-17-05,event,Giovanni da Verrazzano sets sail westward from Madeira to find a sea route to the Pacific Ocean. The event is recorded in a dated historical chronology for this calendar day.,Giovanni da Verrazzano sets sail westward from Madeira to find a sea route to the Pacific Ocean.,17 January 1524 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
17,CE,1773,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Polar regions,JAN-17-06,event,Captain James Cook leads the first expedition to sail south of the Antarctic Circle. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,Captain James Cook leads the first expedition to sail south of the Antarctic Circle.,17 January 1773 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),"Social, economic and institutional history",,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
17,CE,1811,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-17-07,event,"Mexican War of Independence: In the Battle of Calderón Bridge, a heavily outnumbered Spanish force of 6,000 troops defeats nearly 100,000 Mexican revolutionaries. The event is recorded in a dated historical chronology for this calendar day.","Mexican War of Independence: In the Battle of Calderón Bridge, a heavily outnumbered Spanish force of 6,000 troops defeats nearly 100,000 Mexican revolutionaries.",17 January 1811 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,10
17,CE,1944,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-17-08,event,"World War II: Allied forces launch the first of four assaults on Monte Cassino with the intention of breaking through the Winter Line and seizing Rome, an effort that would ultimately take four months and cost 105,000 Allied casualties.","World War II: Allied forces launch the first of four assaults on Monte Cassino with the intention of breaking through the Winter Line and seizing Rome, an effort that would…",17 January 1944 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,10
17,CE,1918,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-17-09,event,Finnish Civil War: The first serious battles take place between the Red Guards and the White Guard. The event is recorded in a dated historical chronology for this calendar day.,Finnish Civil War: The first serious battles take place between the Red Guards and the White Guard.,17 January 1918 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,10
17,CE,1873,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-17-10,event,"A group of Modoc warriors defeats the United States Army in the First Battle of the Stronghold, part of the Modoc War. The event is recorded in a dated historical chronology for this calendar day.","A group of Modoc warriors defeats the United States Army in the First Battle of the Stronghold, part of the Modoc War.",17 January 1873 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,United States,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,9
17,CE,1991,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Middle East,JAN-17-11,event,"Gulf War: Operation Desert Storm begins early in the morning as aircraft strike positions across Iraq, it is also the first major combat sortie for the F-117. LCDR Scott Speicher's F/A-18C Hornet from VFA-81 is shot down by a Mig-25 and is the first American casualty of the War. Iraq fires eight Scud missiles into Israel in an unsuccessful bid to provoke Israeli retaliation.","Gulf War: Operation Desert Storm begins early in the morning as aircraft strike positions across Iraq, it is also the first major combat sortie for the F-117. LCDR Scott…",17 January 1991 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,Iraq,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
17,CE,1648,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-17-12,event,"England's Long Parliament passes the "" Vote of No Addresses"", breaking off negotiations with King Charles I and thereby setting the scene for the second phase of the English Civil War.","England's Long Parliament passes the "" Vote of No Addresses"", breaking off negotiations with King Charles I and thereby setting the scene for the second phase of the English…",17 January 1648 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,United Kingdom,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
17,CE,1943,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-17-13,event,World War II: Greek submarine Papanikolis captures the 200-ton sailing vessel Agios Stefanos and mans her with part of her crew. The event is recorded in a dated historical chronology for this calendar day.,World War II: Greek submarine Papanikolis captures the 200-ton sailing vessel Agios Stefanos and mans her with part of her crew.,17 January 1943 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,8
17,CE,1945,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-17-14,event,World War II: The Vistula–Oder Offensive forces German troops out of Warsaw. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,World War II: The Vistula–Oder Offensive forces German troops out of Warsaw.,17 January 1945 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,8
17,CE,1595,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-17-15,event,"During the French Wars of Religion, Henry IV of France declares war on Spain. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","During the French Wars of Religion, Henry IV of France declares war on Spain.",17 January 1595 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,France,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
17,CE,1997,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-17-16,event,"Cape Canaveral Air Force Station: A Delta II carrying the GPS IIR-1 satellite explodes 13 seconds after launch, dropping 250 tons of burning rocket remains around the launch pad. The event is recorded in a dated historical chronology for this calendar day.","Cape Canaveral Air Force Station: A Delta II carrying the GPS IIR-1 satellite explodes 13 seconds after launch, dropping 250 tons of burning rocket remains around the launch pad.",17 January 1997 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),"Science, technology and exploration",,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
17,CE,1961,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-17-17,event,"U.S. President Dwight D. Eisenhower delivers a televised farewell address to the nation three days before leaving office, in which he warns against the accumulation of power by the "" military–industrial complex"" as well as the dangers of massive spending, especially deficit spending.","U.S. President Dwight D. Eisenhower delivers a televised farewell address to the nation three days before leaving office, in which he warns against the accumulation of power by…",17 January 1961 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
17,CE,1649,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-17-18,event,The Second Ormonde Peace creates an alliance between the Irish Royalists and Confederates during the War of the Three Kingdoms. The coalition was then decisively defeated during the Cromwellian conquest of Ireland.,The Second Ormonde Peace creates an alliance between the Irish Royalists and Confederates during the War of the Three Kingdoms. The coalition was then decisively defeated…,17 January 1649 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,Ireland,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
17,CE,1981,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-17-19,event,President of the Philippines Ferdinand Marcos lifts martial law eight years and five months after declaring it. The event is recorded in a dated historical chronology for this calendar day.,President of the Philippines Ferdinand Marcos lifts martial law eight years and five months after declaring it.,17 January 1981 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),Political history and decolonization,Philippines,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
17,CE,1941,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-17-20,event,Franco-Thai War: Vichy French forces inflict a decisive defeat over the Royal Thai Navy. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,Franco-Thai War: Vichy French forces inflict a decisive defeat over the Royal Thai Navy.,17 January 1941 CE,https://en.wikipedia.org/wiki/January_17,,01-17,Wikipedia — January 17,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
18,CE,1941,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Africa,JAN-18-01,event,World War II: British troops launch a general counter-offensive against Italian East Africa. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,World War II: British troops launch a general counter-offensive against Italian East Africa.,18 January 1941 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,9
18,CE,1586,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-18-02,event,"The magnitude 7.9 Tenshō earthquake strikes Honshu, Japan, killing 8,000 people and triggering a tsunami. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","The magnitude 7.9 Tenshō earthquake strikes Honshu, Japan, killing 8,000 people and triggering a tsunami.",18 January 1586 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),Disaster and public safety,Japan,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
18,CE,1913,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Middle East,JAN-18-03,event,"First Balkan War: A Greek flotilla defeats the Ottoman Navy in the Naval Battle of Lemnos, securing the islands of the Northern Aegean Sea for Greece. The event is recorded in a dated historical chronology for this calendar day.","First Balkan War: A Greek flotilla defeats the Ottoman Navy in the Naval Battle of Lemnos, securing the islands of the Northern Aegean Sea for Greece.",18 January 1913 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),War and conflict,Greece,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,9
18,CE,1960,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-18-04,event,"Capital Airlines Flight 20 crashes into a farm in Charles City County, Virginia, killing all 50 aboard, the third fatal Capital Airlines crash in as many years. The event is recorded in a dated historical chronology for this calendar day.","Capital Airlines Flight 20 crashes into a farm in Charles City County, Virginia, killing all 50 aboard, the third fatal Capital Airlines crash in as many years.",18 January 1960 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),Disaster and public safety,,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
18,CE,1788,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Oceania,JAN-18-05,event,The first elements of the First Fleet carrying 736 convicts from Great Britain to Australia arrive at Botany Bay. The event is recorded in a dated historical chronology for this calendar day.,The first elements of the First Fleet carrying 736 convicts from Great Britain to Australia arrive at Botany Bay.,18 January 1788 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),"Social, economic and institutional history",Australia,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
18,CE,1945,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-18-06,event,"World War II: Liberation of Kraków, Poland by the Red Army. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","World War II: Liberation of Kraków, Poland by the Red Army.",18 January 1945 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),War and conflict,Poland,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,9
18,CE,1871,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-18-07,event,"Wilhelm I of Germany is proclaimed Kaiser Wilhelm in the Hall of Mirrors of the Palace of Versailles (France) towards the end of the Franco-Prussian War. Wilhelm already had the title of German Emperor since the constitution of 1 January 1871, but he had hesitated to accept the title.",Wilhelm I of Germany is proclaimed Kaiser Wilhelm in the Hall of Mirrors of the Palace of Versailles (France) towards the end of the Franco-Prussian War. Wilhelm already had…,18 January 1871 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),War and conflict,France,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,9
18,CE,1919,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-18-08,event,"World War I: The Paris Peace Conference opens in Versailles, France. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","World War I: The Paris Peace Conference opens in Versailles, France.",18 January 1919 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),War and conflict,France,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,8
18,CE,2002,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-18-09,event,The Sierra Leone Civil War is declared over. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,The Sierra Leone Civil War is declared over.,18 January 2002 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
18,CE,1943,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-18-10,event,Warsaw Ghetto Uprising: The first uprising of Jews in the Warsaw Ghetto. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,Warsaw Ghetto Uprising: The first uprising of Jews in the Warsaw Ghetto.,18 January 1943 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
18,CE,1486,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-18-11,event,"King Henry VII of England marries Elizabeth of York, daughter of Edward IV, uniting the House of Lancaster and the House of York. The event is recorded in a dated historical chronology for this calendar day.","King Henry VII of England marries Elizabeth of York, daughter of Edward IV, uniting the House of Lancaster and the House of York.",18 January 1486 CE,https://en.wikipedia.org/wiki/January_18,,01-18,Wikipedia — January 18,,exact day (secondary compilation),War and conflict,United Kingdom,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
