Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
14,CE,1913,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-14-06,Conflict / political violence,"On 14 December 1913 CE, Haruna, the fourth and last Kongō-class ship, launches, eventually becoming one of the Japanese workhorses during World War I and World War II.","Haruna, the fourth and last Kongō-class ship, launches, eventually becoming one of the Japanese workhorses during World War I and World War II.",14 December 1913 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Military and conflict,Japan,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
14,CE,1918,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-14-07,Political change,"On 14 December 1918 CE, Portuguese President Sidónio Pais is assassinated.",Portuguese President Sidónio Pais is assassinated.,14 December 1918 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Politics and governance,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
14,CE,1992,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-14-08,Conflict / political violence,"On 14 December 1992 CE, War in Abkhazia: Siege of Tkvarcheli: A helicopter carrying evacuees from Tkvarcheli is shot down, resulting in at least 52 deaths, including 25 children. The incident catalyses more concerted Russian military intervention on behalf of Abkhazia.","War in Abkhazia: Siege of Tkvarcheli: A helicopter carrying evacuees from Tkvarcheli is shot down, resulting in at least 52 deaths, including 25 children. The incident catalyses more concerted Russian military intervention on behalf of Abkhazia.",14 December 1992 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Military and conflict,Russia,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
14,CE,2003,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-14-09,Political change,"On 14 December 2003 CE, Pakistani President Pervez Musharraf narrowly escapes an assassination attempt.",Pakistani President Pervez Musharraf narrowly escapes an assassination attempt.,14 December 2003 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Politics and governance,Pakistan,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
14,CE,1918,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-14-10,Political change,"On 14 December 1918 CE, The 1918 United Kingdom general election occurs, the first where women were permitted to vote. In Ireland the Irish republican political party Sinn Féin wins a landslide victory with nearly 47% of the popular vote.","The 1918 United Kingdom general election occurs, the first where women were permitted to vote. In Ireland the Irish republican political party Sinn Féin wins a landslide victory with nearly 47% of the popular vote.",14 December 1918 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Politics and governance,United Kingdom,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,75
14,CE,1999,December,Date page uses modern date presentation; original calendar date is not stated.,South America,GHC-DEC-14-11,Disaster,"On 14 December 1999 CE, Torrential rains cause flash floods in Vargas, Venezuela, resulting in tens of thousands of deaths, the destruction of thousands of homes, and the complete collapse of the state's infrastructure.","Torrential rains cause flash floods in Vargas, Venezuela, resulting in tens of thousands of deaths, the destruction of thousands of homes, and the complete collapse of the state's infrastructure.",14 December 1999 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Disaster and accident,Venezuela,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,73
14,CE,872,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-14-12,Historical event,"On 14 December 872 CE, Pope John VIII is elected following the death of Hadrian II.",Pope John VIII is elected following the death of Hadrian II.,14 December 872 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,General history,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
14,CE,1918,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-14-13,Political change,"On 14 December 1918 CE, Friedrich Karl von Hessen, a German prince elected by the Parliament of Finland to become King of Finland, renounces the throne.","Friedrich Karl von Hessen, a German prince elected by the Parliament of Finland to become King of Finland, renounces the throne.",14 December 1918 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Politics and governance,Germany,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
14,CE,1962,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-14-14,Science / technology,"On 14 December 1962 CE, NASA's Mariner 2 becomes the first spacecraft to fly by Venus.",NASA's Mariner 2 becomes the first spacecraft to fly by Venus.,14 December 1962 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Science and technology,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
14,CE,1812,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-14-15,Conflict / political violence,"On 14 December 1812 CE, The French invasion of Russia comes to an end as the remnants of the Grande Armée are expelled from Russia.",The French invasion of Russia comes to an end as the remnants of the Grande Armée are expelled from Russia.,14 December 1812 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Military and conflict,France,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
14,CE,1814,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-14-16,Conflict / political violence,"On 14 December 1814 CE, War of 1812: The Royal Navy seizes control of Lake Borgne, Louisiana.","War of 1812: The Royal Navy seizes control of Lake Borgne, Louisiana.",14 December 1814 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
14,CE,1836,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-14-17,Conflict / political violence,"On 14 December 1836 CE, The Toledo War unofficially ends as the ""Frostbitten Convention"" votes to accept Congress' terms for admitting Michigan as a U.S. state.","The Toledo War unofficially ends as the ""Frostbitten Convention"" votes to accept Congress' terms for admitting Michigan as a U.S. state.",14 December 1836 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
14,CE,1909,December,Date page uses modern date presentation; original calendar date is not stated.,Oceania,GHC-DEC-14-18,Political change,"On 14 December 1909 CE, New South Wales Premier Charles Wade signs the Seat of Government Surrender Act 1909, formally completing the transfer of State land to the Commonwealth to create the Australian Capital Territory.","New South Wales Premier Charles Wade signs the Seat of Government Surrender Act 1909, formally completing the transfer of State land to the Commonwealth to create the Australian Capital Territory.",14 December 1909 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Politics and governance,Australia,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
14,CE,1971,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-14-19,Conflict / political violence,"On 14 December 1971 CE, Bangladesh Liberation War: Over 200 of East Pakistan' s intellectuals are executed by the Pakistan Army and their local allies. (The date is commemorated in Bangladesh as Martyred Intellectuals Day.)",Bangladesh Liberation War: Over 200 of East Pakistan' s intellectuals are executed by the Pakistan Army and their local allies. (The date is commemorated in Bangladesh as Martyred Intellectuals Day.),14 December 1971 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Military and conflict,Pakistan,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
14,CE,1986,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-14-20,Conflict / political violence,"On 14 December 1986 CE, Qasba Aligarh massacre: Over 400 Muhajirs killed in revenge killings in Qasba colony after a raid on Pashtun heroin processing and distribution center in Sohrab Goth by the security forces.",Qasba Aligarh massacre: Over 400 Muhajirs killed in revenge killings in Qasba colony after a raid on Pashtun heroin processing and distribution center in Sohrab Goth by the security forces.,14 December 1986 CE,https://en.wikipedia.org/wiki/December_14,December 14,Not stated in source,Wikipedia — December 14,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
15,CE,1862,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-15-01,Conflict / political violence,"On 15 December 1862 CE, American Civil War: The Battle of Fredericksburg ends in a Union defeat as General Ambrose Burnside withdraws the Army of the Potomac across the Rappahannock River.",American Civil War: The Battle of Fredericksburg ends in a Union defeat as General Ambrose Burnside withdraws the Army of the Potomac across the Rappahannock River.,15 December 1862 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,100
15,CE,1864,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-15-02,Conflict / political violence,"On 15 December 1864 CE, American Civil War: The Battle of Nashville begins at Nashville, Tennessee, and ends the following day with the destruction of the Confederate Army of Tennessee under General John Bell Hood as a fighting force by the Union Army of the Cumberland under General George H. Thomas.","American Civil War: The Battle of Nashville begins at Nashville, Tennessee, and ends the following day with the destruction of the Confederate Army of Tennessee under General John Bell Hood as a fighting force by the Union Army of the Cumberland under General George H. Thomas.",15 December 1864 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,100
15,CE,1651,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-03,Conflict / political violence,"On 15 December 1651 CE, Castle Cornet in Guernsey, the last stronghold which had supported the King in the Third English Civil War, surrenders.","Castle Cornet in Guernsey, the last stronghold which had supported the King in the Third English Civil War, surrenders.",15 December 1651 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,100
15,CE,1778,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-15-04,Conflict / political violence,"On 15 December 1778 CE, American Revolutionary War: British and French fleets clash in the Battle of St. Lucia.",American Revolutionary War: British and French fleets clash in the Battle of St. Lucia.,15 December 1778 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,100
15,CE,1161,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-05,Conflict / political violence,"On 15 December 1161 CE, Jin–Song wars: Military officers conspire against the emperor Wanyan Liang of the Jin dynasty after a military defeat at the Battle of Caishi, and assassinate the emperor at his camp.","Jin–Song wars: Military officers conspire against the emperor Wanyan Liang of the Jin dynasty after a military defeat at the Battle of Caishi, and assassinate the emperor at his camp.",15 December 1161 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,97
15,CE,533,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-06,Conflict / political violence,"On 15 December 533 CE, Vandalic War: Byzantine general Belisarius defeats the Vandals, commanded by King Gelimer, at the Battle of Tricamarum.","Vandalic War: Byzantine general Belisarius defeats the Vandals, commanded by King Gelimer, at the Battle of Tricamarum.",15 December 533 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,95
15,CE,1960,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-07,Political change,"On 15 December 1960 CE, King Mahendra of Nepal suspends the country's constitution, dissolves parliament, dismisses the cabinet, and imposes direct rule.","King Mahendra of Nepal suspends the country's constitution, dissolves parliament, dismisses the cabinet, and imposes direct rule.",15 December 1960 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Politics and governance,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,87
15,CE,1899,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-15-08,Conflict / political violence,"On 15 December 1899 CE, British Army forces are defeated at the Battle of Colenso in Natal, South Africa, the third and final battle fought during the Black Week of the Second Boer War.","British Army forces are defeated at the Battle of Colenso in Natal, South Africa, the third and final battle fought during the Black Week of the Second Boer War.",15 December 1899 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,United Kingdom,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
15,CE,1942,December,Date page uses modern date presentation; original calendar date is not stated.,Global / transnational,GHC-DEC-15-09,Conflict / political violence,"On 15 December 1942 CE, World War II: The Battle of Mount Austen, the Galloping Horse, and the Sea Horse begins during the Guadalcanal campaign.","World War II: The Battle of Mount Austen, the Galloping Horse, and the Sea Horse begins during the Guadalcanal campaign.",15 December 1942 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
15,CE,1943,December,Date page uses modern date presentation; original calendar date is not stated.,Global / transnational,GHC-DEC-15-10,Conflict / political violence,"On 15 December 1943 CE, World War II: The Battle of Arawe begins during the New Britain campaign.",World War II: The Battle of Arawe begins during the New Britain campaign.,15 December 1943 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
15,CE,1025,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-11,Political change,"On 15 December 1025 CE, Constantine VIII becomes sole emperor of the Byzantine Empire, 63 years after being crowned co-emperor.","Constantine VIII becomes sole emperor of the Byzantine Empire, 63 years after being crowned co-emperor.",15 December 1025 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Politics and governance,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,81
15,CE,1965,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-12,Science / technology,"On 15 December 1965 CE, Project Gemini: Gemini 6A, crewed by Wally Schirra and Thomas Stafford, is launched from Cape Kennedy, Florida. Four orbits later, it achieves the first space rendezvous, with Gemini 7.","Project Gemini: Gemini 6A, crewed by Wally Schirra and Thomas Stafford, is launched from Cape Kennedy, Florida. Four orbits later, it achieves the first space rendezvous, with Gemini 7.",15 December 1965 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Science and technology,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,79
15,CE,1960,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-13,Political change,"On 15 December 1960 CE, Richard Pavlick is arrested for plotting to assassinate U.S. President-Elect John F. Kennedy.",Richard Pavlick is arrested for plotting to assassinate U.S. President-Elect John F. Kennedy.,15 December 1960 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Politics and governance,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
15,CE,1989,December,Date page uses modern date presentation; original calendar date is not stated.,Global / transnational,GHC-DEC-15-14,Legal and social change,"On 15 December 1989 CE, Second Optional Protocol to the International Covenant on Civil and Political Rights relating the abolition of capital punishment is adopted.",Second Optional Protocol to the International Covenant on Civil and Political Rights relating the abolition of capital punishment is adopted.,15 December 1989 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Law and society,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,76
15,CE,1791,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-15-15,Legal and social change,"On 15 December 1791 CE, The United States Bill of Rights becomes law when ratified by the Virginia General Assembly.",The United States Bill of Rights becomes law when ratified by the Virginia General Assembly.,15 December 1791 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Law and society,United States,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,75
15,CE,1871,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-16,Conflict / political violence,"On 15 December 1871 CE, Sixteen-year-old telegraphist Ella Stewart keys and sends the first telegraphed message from Arizona Territory at the Deseret Telegraph Company office in Pipe Spring.",Sixteen-year-old telegraphist Ella Stewart keys and sends the first telegraphed message from Arizona Territory at the Deseret Telegraph Company office in Pipe Spring.,15 December 1871 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,73
15,CE,1961,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-15-17,Legal and social change,"On 15 December 1961 CE, Eichmann trial: Adolf Eichmann is sentenced to death after being found guilty by an Israeli court of 15 criminal charges, including charges of crimes against humanity, crimes against the Jewish people, and membership of an outlawed organization.","Eichmann trial: Adolf Eichmann is sentenced to death after being found guilty by an Israeli court of 15 criminal charges, including charges of crimes against humanity, crimes against the Jewish people, and membership of an outlawed organization.",15 December 1961 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Law and society,Israel,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,71
15,CE,1546,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-15-18,Political change,"On 15 December 1546 CE, The town of Ekenäs (Finnish: Tammisaari) is founded by King Gustav Vasa of Sweden.",The town of Ekenäs (Finnish: Tammisaari) is founded by King Gustav Vasa of Sweden.,15 December 1546 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Politics and governance,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
15,CE,1970,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-15-19,Science / technology,"On 15 December 1970 CE, Soviet spacecraft Venera 7 successfully lands on Venus. It is the first successful soft landing on another planet.",Soviet spacecraft Venera 7 successfully lands on Venus. It is the first successful soft landing on another planet.,15 December 1970 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,Science and technology,Russia,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
15,CE,1981,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-15-20,Historical event,"On 15 December 1981 CE, A suicide car bombing targeting the Iraqi embassy in Beirut, Lebanon, levels the embassy and kills 61 people, including Iraq's ambassador to Lebanon. The attack is considered the first modern suicide bombing.","A suicide car bombing targeting the Iraqi embassy in Beirut, Lebanon, levels the embassy and kills 61 people, including Iraq's ambassador to Lebanon. The attack is considered the first modern suicide bombing.",15 December 1981 CE,https://en.wikipedia.org/wiki/December_15,December 15,Not stated in source,Wikipedia — December 15,Exact date as listed,General history,Iraq,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
16,CE,1864,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-16-01,Conflict / political violence,"On 16 December 1864 CE, American Civil War: The Battle of Nashville ends as the Union Army of the Cumberland under General George H. Thomas routs and destroys the Confederate Army of Tennessee under General John Bell Hood, ending its effectiveness as a combat unit.","American Civil War: The Battle of Nashville ends as the Union Army of the Cumberland under General George H. Thomas routs and destroys the Confederate Army of Tennessee under General John Bell Hood, ending its effectiveness as a combat unit.",16 December 1864 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,100
16,CE,1912,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-16-02,Conflict / political violence,"On 16 December 1912 CE, First Balkan War: The Royal Hellenic Navy defeats the Ottoman Navy at the Battle of Elli.",First Balkan War: The Royal Hellenic Navy defeats the Ottoman Navy at the Battle of Elli.,16 December 1912 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Military and conflict,Turkey,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,93
16,CE,1863,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-16-03,Conflict / political violence,"On 16 December 1863 CE, American Civil War: Confederate President Jefferson Davis appoints General Joseph E. Johnston to replace General Braxton Bragg as commander of the Army of Tennessee.",American Civil War: Confederate President Jefferson Davis appoints General Joseph E. Johnston to replace General Braxton Bragg as commander of the Army of Tennessee.,16 December 1863 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,92
16,CE,1431,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-16-04,Conflict / political violence,"On 16 December 1431 CE, Hundred Years' War: Henry VI of England is crowned King of France at Notre Dame in Paris.",Hundred Years' War: Henry VI of England is crowned King of France at Notre Dame in Paris.,16 December 1431 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Military and conflict,United Kingdom,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,87
16,CE,1880,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-16-05,Conflict / political violence,"On 16 December 1880 CE, Outbreak of the First Boer War between the Boer South African Republic and the British Empire.",Outbreak of the First Boer War between the Boer South African Republic and the British Empire.,16 December 1880 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Military and conflict,United Kingdom,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,87
16,CE,1598,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-16-06,Conflict / political violence,"On 16 December 1598 CE, Seven-Year War: Battle of Noryang: The final battle of the Seven-Year War is fought between the China and the Korean allied forces and Japanese navies, resulting in a decisive allied forces victory.","Seven-Year War: Battle of Noryang: The final battle of the Seven-Year War is fought between the China and the Korean allied forces and Japanese navies, resulting in a decisive allied forces victory.",16 December 1598 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Military and conflict,China,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
16,CE,1944,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-16-07,Conflict / political violence,"On 16 December 1944 CE, World War II: The Battle of the Bulge begins with the surprise offensive of three German armies through the Ardennes forest.",World War II: The Battle of the Bulge begins with the surprise offensive of three German armies through the Ardennes forest.,16 December 1944 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Military and conflict,Germany,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
16,CE,1971,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-16-08,Conflict / political violence,"On 16 December 1971 CE, Bangladesh Liberation War and Indo-Pakistani War of 1971: The surrender of the Pakistan Army brings an end to both conflicts. This is commemorated annually as Victory Day in Bangladesh and Vijay Diwas in India respectively.",Bangladesh Liberation War and Indo-Pakistani War of 1971: The surrender of the Pakistan Army brings an end to both conflicts. This is commemorated annually as Victory Day in Bangladesh and Vijay Diwas in India respectively.,16 December 1971 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Military and conflict,India,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
16,CE,1971,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-16-09,Political change,"On 16 December 1971 CE, The United Kingdom recognizes Bahrain's independence, which is commemorated annually as Bahrain's National Day.","The United Kingdom recognizes Bahrain's independence, which is commemorated annually as Bahrain's National Day.",16 December 1971 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Politics and governance,United Kingdom,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,79
16,CE,1973,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-16-10,Political change,"On 16 December 1973 CE, Aeroflot Flight 2022 crashes in the Soviet Union's (now Russia) Volokolamsky District, killing all 51 aboard, including four Lithuanian doctors.","Aeroflot Flight 2022 crashes in the Soviet Union's (now Russia) Volokolamsky District, killing all 51 aboard, including four Lithuanian doctors.",16 December 1973 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Politics and governance,Russia,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,74
16,CE,1575,December,Date page uses modern date presentation; original calendar date is not stated.,South America,GHC-DEC-16-11,Disaster,"On 16 December 1575 CE, An earthquake with an estimated magnitude of 8.5 M w strikes Valdivia, Chile.","An earthquake with an estimated magnitude of 8.5 M w strikes Valdivia, Chile.",16 December 1575 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Disaster and accident,Chile,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,73
16,CE,1689,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-16-12,Political change,"On 16 December 1689 CE, Convention Parliament: The Declaration of Right is embodied in the Bill of Rights.",Convention Parliament: The Declaration of Right is embodied in the Bill of Rights.,16 December 1689 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Politics and governance,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,73
16,CE,1811,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-16-13,Disaster,"On 16 December 1811 CE, The first two in a series of four severe earthquakes occur in the vicinity of New Madrid, Missouri.","The first two in a series of four severe earthquakes occur in the vicinity of New Madrid, Missouri.",16 December 1811 CE,https://en.wikipedia.org/wiki/December_16,December 16,Not stated in source,Wikipedia — December 16,Exact date as listed,Disaster and accident,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,71
